userId,itemId,item_label,pred_mle_top5,pred_mle_top10,abs_diff
1514,118758,I1,1.5,1.5,0.0
1515,118758,I1,1.5,1.5,0.0
1523,118758,I1,1.5,1.5,0.0
1525,118758,I1,1.5,1.5,0.0
1530,118758,I1,1.5,1.5,0.0
1555,118758,I1,1.5,1.5,0.0
1567,118758,I1,1.5,1.5,0.0
1568,118758,I1,1.5,1.5,0.0
1592,118758,I1,1.5,1.5,0.0
1595,118758,I1,1.5,1.5,0.0
1616,118758,I1,1.5,1.5,0.0
1617,118758,I1,1.5,1.5,0.0
1627,118758,I1,1.5,1.5,0.0
1628,118758,I1,1.5,1.5,0.0
1635,118758,I1,1.5,1.5,0.0
1638,118758,I1,1.5,1.5,0.0
1640,118758,I1,1.5,1.5,0.0
1643,118758,I1,1.5,1.5,0.0
1644,118758,I1,1.5,1.5,0.0
1645,118758,I1,1.5,1.5,0.0
1667,118758,I1,1.5,1.5,0.0
1672,118758,I1,1.5,1.5,0.0
1676,118758,I1,1.5,1.5,0.0
1698,118758,I1,1.5,1.5,0.0
1702,118758,I1,1.5,1.5,0.0
1709,118758,I1,1.5,1.5,0.0
1715,118758,I1,1.5,1.5,0.0
1718,118758,I1,1.5,1.5,0.0
1729,118758,I1,1.5,1.5,0.0
1753,118758,I1,1.5,1.5,0.0
1763,118758,I1,1.5,1.5,0.0
1764,118758,I1,1.5,1.5,0.0
1769,118758,I1,1.5,1.5,0.0
1771,118758,I1,1.5,1.5,0.0
1772,118758,I1,1.5,1.5,0.0
1792,118758,I1,1.5,1.5,0.0
1807,118758,I1,1.5,1.5,0.0
1808,118758,I1,1.5,1.5,0.0
1813,118758,I1,1.5,1.5,0.0
1815,118758,I1,1.5,1.5,0.0
1825,118758,I1,1.5,1.5,0.0
1845,118758,I1,1.5,1.5,0.0
1849,118758,I1,1.5,1.5,0.0
1851,118758,I1,1.5,1.5,0.0
1855,118758,I1,1.5,1.5,0.0
1864,118758,I1,1.5,1.5,0.0
1869,118758,I1,1.5,1.5,0.0
1876,118758,I1,1.5,1.5,0.0
1889,118758,I1,1.5,1.5,0.0
1902,118758,I1,1.5,1.5,0.0
1908,118758,I1,1.5,1.5,0.0
1928,118758,I1,1.5,1.5,0.0
1931,118758,I1,1.5,1.5,0.0
1937,118758,I1,1.5,1.5,0.0
1942,118758,I1,1.5,1.5,0.0
1951,118758,I1,1.5,1.5,0.0
1963,118758,I1,1.5,1.5,0.0
1970,118758,I1,1.5,1.5,0.0
1972,118758,I1,1.5,1.5,0.0
1983,118758,I1,1.5,1.5,0.0
1985,118758,I1,1.5,1.5,0.0
2001,118758,I1,1.5,1.5,0.0
2006,118758,I1,1.5,1.5,0.0
2008,118758,I1,1.5,1.5,0.0
2013,118758,I1,1.5,1.5,0.0
2034,118758,I1,1.5,1.5,0.0
2051,118758,I1,1.5,1.5,0.0
2066,118758,I1,1.5,1.5,0.0
2071,118758,I1,1.5,1.5,0.0
2080,118758,I1,1.5,1.5,0.0
2083,118758,I1,1.5,1.5,0.0
2084,118758,I1,1.5,1.5,0.0
2088,118758,I1,1.5,1.5,0.0
2094,118758,I1,1.5,1.5,0.0
2099,118758,I1,1.5,1.5,0.0
2116,118758,I1,1.5,1.5,0.0
2126,118758,I1,1.5,1.5,0.0
2127,118758,I1,1.5,1.5,0.0
2130,118758,I1,1.5,1.5,0.0
2139,118758,I1,1.5,1.5,0.0
2171,118758,I1,1.5,1.5,0.0
2191,118758,I1,1.5,1.5,0.0
2198,118758,I1,1.5,1.5,0.0
2209,118758,I1,1.5,1.5,0.0
2229,118758,I1,1.5,1.5,0.0
2232,118758,I1,1.5,1.5,0.0
2233,118758,I1,1.5,1.5,0.0
2234,118758,I1,1.5,1.5,0.0
2241,118758,I1,1.5,1.5,0.0
2256,118758,I1,1.5,1.5,0.0
2257,118758,I1,1.5,1.5,0.0
2261,118758,I1,1.5,1.5,0.0
2269,118758,I1,1.5,1.5,0.0
2270,118758,I1,1.5,1.5,0.0
2271,118758,I1,1.5,1.5,0.0
2278,118758,I1,1.5,1.5,0.0
2279,118758,I1,1.5,1.5,0.0
2296,118758,I1,1.5,1.5,0.0
2311,118758,I1,1.5,1.5,0.0
2313,118758,I1,1.5,1.5,0.0
2323,118758,I1,1.5,1.5,0.0
2324,118758,I1,1.5,1.5,0.0
2330,118758,I1,1.5,1.5,0.0
2344,118758,I1,1.5,1.5,0.0
2349,118758,I1,1.5,1.5,0.0
2352,118758,I1,1.5,1.5,0.0
2362,118758,I1,1.5,1.5,0.0
2378,118758,I1,1.5,1.5,0.0
2397,118758,I1,1.5,1.5,0.0
2412,118758,I1,1.5,1.5,0.0
2424,118758,I1,1.5,1.5,0.0
2430,118758,I1,1.5,1.5,0.0
2436,118758,I1,1.5,1.5,0.0
2462,118758,I1,1.5,1.5,0.0
2467,118758,I1,1.5,1.5,0.0
2468,118758,I1,1.5,1.5,0.0
2476,118758,I1,1.5,1.5,0.0
2514,118758,I1,1.5,1.5,0.0
2527,118758,I1,1.5,1.5,0.0
2540,118758,I1,1.5,1.5,0.0
2543,118758,I1,1.5,1.5,0.0
2554,118758,I1,1.5,1.5,0.0
2558,118758,I1,1.5,1.5,0.0
2562,118758,I1,1.5,1.5,0.0
2568,118758,I1,1.5,1.5,0.0
2576,118758,I1,1.5,1.5,0.0
2577,118758,I1,1.5,1.5,0.0
2580,118758,I1,1.5,1.5,0.0
2590,118758,I1,1.5,1.5,0.0
2595,118758,I1,1.5,1.5,0.0
2602,118758,I1,1.5,1.5,0.0
2614,118758,I1,1.5,1.5,0.0
2616,118758,I1,1.5,1.5,0.0
2631,118758,I1,1.5,1.5,0.0
2633,118758,I1,1.5,1.5,0.0
2638,118758,I1,1.5,1.5,0.0
2640,118758,I1,1.5,1.5,0.0
2643,118758,I1,1.5,1.5,0.0
2647,118758,I1,1.5,1.5,0.0
2649,118758,I1,1.5,1.5,0.0
2653,118758,I1,1.5,1.5,0.0
2661,118758,I1,1.5,1.5,0.0
2669,118758,I1,1.5,1.5,0.0
2671,118758,I1,1.5,1.5,0.0
2675,118758,I1,1.5,1.5,0.0
2678,118758,I1,1.5,1.5,0.0
2691,118758,I1,1.5,1.5,0.0
2707,118758,I1,1.5,1.5,0.0
2711,118758,I1,1.5,1.5,0.0
2720,118758,I1,1.5,1.5,0.0
2732,118758,I1,1.5,1.5,0.0
2734,118758,I1,1.5,1.5,0.0
2740,118758,I1,1.5,1.5,0.0
2743,118758,I1,1.5,1.5,0.0
2757,118758,I1,1.5,1.5,0.0
2762,118758,I1,1.5,1.5,0.0
2772,118758,I1,1.5,1.5,0.0
2773,118758,I1,1.5,1.5,0.0
2777,118758,I1,1.5,1.5,0.0
2780,118758,I1,1.5,1.5,0.0
2784,118758,I1,1.5,1.5,0.0
2793,118758,I1,1.5,1.5,0.0
2816,118758,I1,1.5,1.5,0.0
2841,118758,I1,1.5,1.5,0.0
2842,118758,I1,1.5,1.5,0.0
2848,118758,I1,1.5,1.5,0.0
2883,118758,I1,1.5,1.5,0.0
2885,118758,I1,1.5,1.5,0.0
2900,118758,I1,1.5,1.5,0.0
2902,118758,I1,1.5,1.5,0.0
2903,118758,I1,1.5,1.5,0.0
2910,118758,I1,1.5,1.5,0.0
2914,118758,I1,1.5,1.5,0.0
2915,118758,I1,1.5,1.5,0.0
2919,118758,I1,1.5,1.5,0.0
2926,118758,I1,1.5,1.5,0.0
2937,118758,I1,1.5,1.5,0.0
2942,118758,I1,1.5,1.5,0.0
2945,118758,I1,1.5,1.5,0.0
2958,118758,I1,1.5,1.5,0.0
2974,118758,I1,1.5,1.5,0.0
2979,118758,I1,1.5,1.5,0.0
2982,118758,I1,1.5,1.5,0.0
2988,118758,I1,1.5,1.5,0.0
3011,118758,I1,1.5,1.5,0.0
3013,118758,I1,1.5,1.5,0.0
3018,118758,I1,1.5,1.5,0.0
3020,118758,I1,1.5,1.5,0.0
3028,118758,I1,1.5,1.5,0.0
3031,118758,I1,1.5,1.5,0.0
3033,118758,I1,1.5,1.5,0.0
3051,118758,I1,1.5,1.5,0.0
3053,118758,I1,1.5,1.5,0.0
3068,118758,I1,1.5,1.5,0.0
3072,118758,I1,1.5,1.5,0.0
3074,118758,I1,1.5,1.5,0.0
3080,118758,I1,1.5,1.5,0.0
3086,118758,I1,1.5,1.5,0.0
3090,118758,I1,1.5,1.5,0.0
3094,118758,I1,1.5,1.5,0.0
3097,118758,I1,1.5,1.5,0.0
3101,118758,I1,1.5,1.5,0.0
3109,118758,I1,1.5,1.5,0.0
3138,118758,I1,1.5,1.5,0.0
3148,118758,I1,1.5,1.5,0.0
3184,118758,I1,1.5,1.5,0.0
3192,118758,I1,1.5,1.5,0.0
3197,118758,I1,1.5,1.5,0.0
3199,118758,I1,1.5,1.5,0.0
3202,118758,I1,1.5,1.5,0.0
3207,118758,I1,1.5,1.5,0.0
3208,118758,I1,1.5,1.5,0.0
3236,118758,I1,1.5,1.5,0.0
3239,118758,I1,1.5,1.5,0.0
3249,118758,I1,1.5,1.5,0.0
3254,118758,I1,1.5,1.5,0.0
3257,118758,I1,1.5,1.5,0.0
3264,118758,I1,1.5,1.5,0.0
3268,118758,I1,1.5,1.5,0.0
3269,118758,I1,1.5,1.5,0.0
3273,118758,I1,1.5,1.5,0.0
3274,118758,I1,1.5,1.5,0.0
3275,118758,I1,1.5,1.5,0.0
3284,118758,I1,1.5,1.5,0.0
3295,118758,I1,1.5,1.5,0.0
3311,118758,I1,1.5,1.5,0.0
3316,118758,I1,1.5,1.5,0.0
3318,118758,I1,1.5,1.5,0.0
3327,118758,I1,1.5,1.5,0.0
3338,118758,I1,1.5,1.5,0.0
3340,118758,I1,1.5,1.5,0.0
3352,118758,I1,1.5,1.5,0.0
3360,118758,I1,1.5,1.5,0.0
3369,118758,I1,1.5,1.5,0.0
3371,118758,I1,1.5,1.5,0.0
3393,118758,I1,1.5,1.5,0.0
3398,118758,I1,1.5,1.5,0.0
3399,118758,I1,1.5,1.5,0.0
3406,118758,I1,1.5,1.5,0.0
3417,118758,I1,1.5,1.5,0.0
3427,118758,I1,1.5,1.5,0.0
3433,118758,I1,1.5,1.5,0.0
3435,118758,I1,1.5,1.5,0.0
3439,118758,I1,1.5,1.5,0.0
3450,118758,I1,1.5,1.5,0.0
3473,118758,I1,1.5,1.5,0.0
3490,118758,I1,1.5,1.5,0.0
3499,118758,I1,1.5,1.5,0.0
3502,118758,I1,1.5,1.5,0.0
3504,118758,I1,1.5,1.5,0.0
3515,118758,I1,1.5,1.5,0.0
3534,118758,I1,1.5,1.5,0.0
3538,118758,I1,1.5,1.5,0.0
3543,118758,I1,1.5,1.5,0.0
3545,118758,I1,1.5,1.5,0.0
3565,118758,I1,1.5,1.5,0.0
3569,118758,I1,1.5,1.5,0.0
3572,118758,I1,1.5,1.5,0.0
3576,118758,I1,1.5,1.5,0.0
3585,118758,I1,1.5,1.5,0.0
3589,118758,I1,1.5,1.5,0.0
3604,118758,I1,1.5,1.5,0.0
3609,118758,I1,1.5,1.5,0.0
3621,118758,I1,1.5,1.5,0.0
3622,118758,I1,1.5,1.5,0.0
3625,118758,I1,1.5,1.5,0.0
3628,118758,I1,1.5,1.5,0.0
3629,118758,I1,1.5,1.5,0.0
3639,118758,I1,1.5,1.5,0.0
3641,118758,I1,1.5,1.5,0.0
3648,118758,I1,1.5,1.5,0.0
3651,118758,I1,1.5,1.5,0.0
3654,118758,I1,1.5,1.5,0.0
3660,118758,I1,1.5,1.5,0.0
3664,118758,I1,1.5,1.5,0.0
3670,118758,I1,1.5,1.5,0.0
3673,118758,I1,1.5,1.5,0.0
3676,118758,I1,1.5,1.5,0.0
3681,118758,I1,1.5,1.5,0.0
3688,118758,I1,1.5,1.5,0.0
3697,118758,I1,1.5,1.5,0.0
3700,118758,I1,1.5,1.5,0.0
3704,118758,I1,1.5,1.5,0.0
3726,118758,I1,1.5,1.5,0.0
3728,118758,I1,1.5,1.5,0.0
3729,118758,I1,1.5,1.5,0.0
3743,118758,I1,1.5,1.5,0.0
3768,118758,I1,1.5,1.5,0.0
3793,118758,I1,1.5,1.5,0.0
3797,118758,I1,1.5,1.5,0.0
3803,118758,I1,1.5,1.5,0.0
3816,118758,I1,1.5,1.5,0.0
3827,118758,I1,1.5,1.5,0.0
3851,118758,I1,1.5,1.5,0.0
3858,118758,I1,1.5,1.5,0.0
3862,118758,I1,1.5,1.5,0.0
3870,118758,I1,1.5,1.5,0.0
3874,118758,I1,1.5,1.5,0.0
3890,118758,I1,1.5,1.5,0.0
3894,118758,I1,1.5,1.5,0.0
3899,118758,I1,1.5,1.5,0.0
3907,118758,I1,1.5,1.5,0.0
3928,118758,I1,1.5,1.5,0.0
3930,118758,I1,1.5,1.5,0.0
3934,118758,I1,1.5,1.5,0.0
3955,118758,I1,1.5,1.5,0.0
3965,118758,I1,1.5,1.5,0.0
3984,118758,I1,1.5,1.5,0.0
3990,118758,I1,1.5,1.5,0.0
3998,118758,I1,1.5,1.5,0.0
3999,118758,I1,1.5,1.5,0.0
4008,118758,I1,1.5,1.5,0.0
4020,118758,I1,1.5,1.5,0.0
4084,118758,I1,1.5,1.5,0.0
4087,118758,I1,1.5,1.5,0.0
4101,118758,I1,1.5,1.5,0.0
4105,118758,I1,1.5,1.5,0.0
4110,118758,I1,1.5,1.5,0.0
4116,118758,I1,1.5,1.5,0.0
4125,118758,I1,1.5,1.5,0.0
4129,118758,I1,1.5,1.5,0.0
4133,118758,I1,1.5,1.5,0.0
4135,118758,I1,1.5,1.5,0.0
4137,118758,I1,1.5,1.5,0.0
4138,118758,I1,1.5,1.5,0.0
4140,118758,I1,1.5,1.5,0.0
4150,118758,I1,1.5,1.5,0.0
4155,118758,I1,1.5,1.5,0.0
4158,118758,I1,1.5,1.5,0.0
4178,118758,I1,1.5,1.5,0.0
4191,118758,I1,1.5,1.5,0.0
4193,118758,I1,1.5,1.5,0.0
4197,118758,I1,1.5,1.5,0.0
4215,118758,I1,1.5,1.5,0.0
4222,118758,I1,1.5,1.5,0.0
4229,118758,I1,1.5,1.5,0.0
4237,118758,I1,1.5,1.5,0.0
4254,118758,I1,1.5,1.5,0.0
4275,118758,I1,1.5,1.5,0.0
4276,118758,I1,1.5,1.5,0.0
4285,118758,I1,1.5,1.5,0.0
4287,118758,I1,1.5,1.5,0.0
4290,118758,I1,1.5,1.5,0.0
4295,118758,I1,1.5,1.5,0.0
4302,118758,I1,1.5,1.5,0.0
4324,118758,I1,1.5,1.5,0.0
4331,118758,I1,1.5,1.5,0.0
4347,118758,I1,1.5,1.5,0.0
4358,118758,I1,1.5,1.5,0.0
4366,118758,I1,1.5,1.5,0.0
4367,118758,I1,1.5,1.5,0.0
4369,118758,I1,1.5,1.5,0.0
4370,118758,I1,1.5,1.5,0.0
4392,118758,I1,1.5,1.5,0.0
4402,118758,I1,1.5,1.5,0.0
4417,118758,I1,1.5,1.5,0.0
4420,118758,I1,1.5,1.5,0.0
4421,118758,I1,1.5,1.5,0.0
4423,118758,I1,1.5,1.5,0.0
4436,118758,I1,1.5,1.5,0.0
4454,118758,I1,1.5,1.5,0.0
4459,118758,I1,1.5,1.5,0.0
4466,118758,I1,1.5,1.5,0.0
4469,118758,I1,1.5,1.5,0.0
4497,118758,I1,1.5,1.5,0.0
4507,118758,I1,1.5,1.5,0.0
4526,118758,I1,1.5,1.5,0.0
4529,118758,I1,1.5,1.5,0.0
4531,118758,I1,1.5,1.5,0.0
4548,118758,I1,1.5,1.5,0.0
4551,118758,I1,1.5,1.5,0.0
4556,118758,I1,1.5,1.5,0.0
4560,118758,I1,1.5,1.5,0.0
4562,118758,I1,1.5,1.5,0.0
4563,118758,I1,1.5,1.5,0.0
4569,118758,I1,1.5,1.5,0.0
4581,118758,I1,1.5,1.5,0.0
4590,118758,I1,1.5,1.5,0.0
4594,118758,I1,1.5,1.5,0.0
4598,118758,I1,1.5,1.5,0.0
4601,118758,I1,1.5,1.5,0.0
4603,118758,I1,1.5,1.5,0.0
4615,118758,I1,1.5,1.5,0.0
4618,118758,I1,1.5,1.5,0.0
4619,118758,I1,1.5,1.5,0.0
4624,118758,I1,1.5,1.5,0.0
4629,118758,I1,1.5,1.5,0.0
4635,118758,I1,1.5,1.5,0.0
4636,118758,I1,1.5,1.5,0.0
4642,118758,I1,1.5,1.5,0.0
4644,118758,I1,1.5,1.5,0.0
4649,118758,I1,1.5,1.5,0.0
4661,118758,I1,1.5,1.5,0.0
4664,118758,I1,1.5,1.5,0.0
4671,118758,I1,1.5,1.5,0.0
4677,118758,I1,1.5,1.5,0.0
4686,118758,I1,1.5,1.5,0.0
4695,118758,I1,1.5,1.5,0.0
4696,118758,I1,1.5,1.5,0.0
4699,118758,I1,1.5,1.5,0.0
4701,118758,I1,1.5,1.5,0.0
4702,118758,I1,1.5,1.5,0.0
4721,118758,I1,1.5,1.5,0.0
4722,118758,I1,1.5,1.5,0.0
4728,118758,I1,1.5,1.5,0.0
4736,118758,I1,1.5,1.5,0.0
4758,118758,I1,1.5,1.5,0.0
4759,118758,I1,1.5,1.5,0.0
4763,118758,I1,1.5,1.5,0.0
4765,118758,I1,1.5,1.5,0.0
4776,118758,I1,1.5,1.5,0.0
4784,118758,I1,1.5,1.5,0.0
4797,118758,I1,1.5,1.5,0.0
4810,118758,I1,1.5,1.5,0.0
4828,118758,I1,1.5,1.5,0.0
4832,118758,I1,1.5,1.5,0.0
4864,118758,I1,1.5,1.5,0.0
4865,118758,I1,1.5,1.5,0.0
4870,118758,I1,1.5,1.5,0.0
4883,118758,I1,1.5,1.5,0.0
4884,118758,I1,1.5,1.5,0.0
4888,118758,I1,1.5,1.5,0.0
4892,118758,I1,1.5,1.5,0.0
4902,118758,I1,1.5,1.5,0.0
4907,118758,I1,1.5,1.5,0.0
4914,118758,I1,1.5,1.5,0.0
4916,118758,I1,1.5,1.5,0.0
4918,118758,I1,1.5,1.5,0.0
4934,118758,I1,1.5,1.5,0.0
4941,118758,I1,1.5,1.5,0.0
4948,118758,I1,1.5,1.5,0.0
4955,118758,I1,1.5,1.5,0.0
4962,118758,I1,1.5,1.5,0.0
4967,118758,I1,1.5,1.5,0.0
4974,118758,I1,1.5,1.5,0.0
4975,118758,I1,1.5,1.5,0.0
4986,118758,I1,1.5,1.5,0.0
4992,118758,I1,1.5,1.5,0.0
5000,118758,I1,1.5,1.5,0.0
5007,118758,I1,1.5,1.5,0.0
5008,118758,I1,1.5,1.5,0.0
5014,118758,I1,1.5,1.5,0.0
5017,118758,I1,1.5,1.5,0.0
5021,118758,I1,1.5,1.5,0.0
5030,118758,I1,1.5,1.5,0.0
5034,118758,I1,1.5,1.5,0.0
5046,118758,I1,1.5,1.5,0.0
5048,118758,I1,1.5,1.5,0.0
5063,118758,I1,1.5,1.5,0.0
5065,118758,I1,1.5,1.5,0.0
5082,118758,I1,1.5,1.5,0.0
5084,118758,I1,1.5,1.5,0.0
5092,118758,I1,1.5,1.5,0.0
5094,118758,I1,1.5,1.5,0.0
5102,118758,I1,1.5,1.5,0.0
5107,118758,I1,1.5,1.5,0.0
5110,118758,I1,1.5,1.5,0.0
5138,118758,I1,1.5,1.5,0.0
5156,118758,I1,1.5,1.5,0.0
5186,118758,I1,1.5,1.5,0.0
5195,118758,I1,1.5,1.5,0.0
5209,118758,I1,1.5,1.5,0.0
5210,118758,I1,1.5,1.5,0.0
5223,118758,I1,1.5,1.5,0.0
5264,118758,I1,1.5,1.5,0.0
5265,118758,I1,1.5,1.5,0.0
5269,118758,I1,1.5,1.5,0.0
5276,118758,I1,1.5,1.5,0.0
5293,118758,I1,1.5,1.5,0.0
5296,118758,I1,1.5,1.5,0.0
5334,118758,I1,1.5,1.5,0.0
5337,118758,I1,1.5,1.5,0.0
5350,118758,I1,1.5,1.5,0.0
5352,118758,I1,1.5,1.5,0.0
5365,118758,I1,1.5,1.5,0.0
5366,118758,I1,1.5,1.5,0.0
5382,118758,I1,1.5,1.5,0.0
5384,118758,I1,1.5,1.5,0.0
5393,118758,I1,1.5,1.5,0.0
5398,118758,I1,1.5,1.5,0.0
5399,118758,I1,1.5,1.5,0.0
5406,118758,I1,1.5,1.5,0.0
5410,118758,I1,1.5,1.5,0.0
5412,118758,I1,1.5,1.5,0.0
5414,118758,I1,1.5,1.5,0.0
5418,118758,I1,1.5,1.5,0.0
5425,118758,I1,1.5,1.5,0.0
5441,118758,I1,1.5,1.5,0.0
5465,118758,I1,1.5,1.5,0.0
5475,118758,I1,1.5,1.5,0.0
5483,118758,I1,1.5,1.5,0.0
5495,118758,I1,1.5,1.5,0.0
5510,118758,I1,1.5,1.5,0.0
5513,118758,I1,1.5,1.5,0.0
