userId,itemId,pred_top5,pred_top10,abs_diff,same_prediction
699,118758,1.5,1.5,0.0,True
702,118758,1.5,1.5,0.0,True
705,118758,1.5,1.5,0.0,True
710,118758,1.5,1.5,0.0,True
721,118758,1.5,1.5,0.0,True
722,118758,1.5,1.5,0.0,True
725,118758,1.5,1.5,0.0,True
741,118758,1.5,1.5,0.0,True
749,118758,1.5,1.5,0.0,True
775,118758,1.5,1.5,0.0,True
777,118758,1.5,1.5,0.0,True
782,118758,1.5,1.5,0.0,True
796,118758,1.5,1.5,0.0,True
799,118758,1.5,1.5,0.0,True
802,118758,1.5,1.5,0.0,True
846,118758,1.5,1.5,0.0,True
848,118758,1.5,1.5,0.0,True
853,118758,1.5,1.5,0.0,True
857,118758,1.5,1.5,0.0,True
868,118758,1.5,1.5,0.0,True
903,118758,1.5,1.5,0.0,True
907,118758,1.5,1.5,0.0,True
910,118758,1.5,1.5,0.0,True
911,118758,1.5,1.5,0.0,True
918,118758,1.5,1.5,0.0,True
920,118758,1.5,1.5,0.0,True
936,118758,1.5,1.5,0.0,True
950,118758,1.5,1.5,0.0,True
955,118758,1.5,1.5,0.0,True
971,118758,1.5,1.5,0.0,True
978,118758,1.5,1.5,0.0,True
982,118758,1.5,1.5,0.0,True
984,118758,1.5,1.5,0.0,True
986,118758,1.5,1.5,0.0,True
993,118758,1.5,1.5,0.0,True
1007,118758,1.5,1.5,0.0,True
1011,118758,1.5,1.5,0.0,True
1012,118758,1.5,1.5,0.0,True
1030,118758,1.5,1.5,0.0,True
1041,118758,1.5,1.5,0.0,True
1045,118758,1.5,1.5,0.0,True
1052,118758,1.5,1.5,0.0,True
1058,118758,1.5,1.5,0.0,True
1072,118758,1.5,1.5,0.0,True
1082,118758,1.5,1.5,0.0,True
1087,118758,1.5,1.5,0.0,True
1093,118758,1.5,1.5,0.0,True
1095,118758,1.5,1.5,0.0,True
1102,118758,1.5,1.5,0.0,True
1105,118758,1.5,1.5,0.0,True
1116,118758,1.5,1.5,0.0,True
1126,118758,1.5,1.5,0.0,True
1133,118758,1.5,1.5,0.0,True
1144,118758,1.5,1.5,0.0,True
1147,118758,1.5,1.5,0.0,True
1154,118758,1.5,1.5,0.0,True
1165,118758,1.5,1.5,0.0,True
1174,118758,1.5,1.5,0.0,True
1186,118758,1.5,1.5,0.0,True
1191,118758,1.5,1.5,0.0,True
1200,118758,1.5,1.5,0.0,True
1208,118758,1.5,1.5,0.0,True
1209,118758,1.5,1.5,0.0,True
1212,118758,1.5,1.5,0.0,True
1215,118758,1.5,1.5,0.0,True
1222,118758,1.5,1.5,0.0,True
1228,118758,1.5,1.5,0.0,True
1258,118758,1.5,1.5,0.0,True
1259,118758,1.5,1.5,0.0,True
1264,118758,1.5,1.5,0.0,True
1276,118758,1.5,1.5,0.0,True
1280,118758,1.5,1.5,0.0,True
1296,118758,1.5,1.5,0.0,True
1301,118758,1.5,1.5,0.0,True
1313,118758,1.5,1.5,0.0,True
1326,118758,1.5,1.5,0.0,True
1338,118758,1.5,1.5,0.0,True
1350,118758,1.5,1.5,0.0,True
1357,118758,1.5,1.5,0.0,True
1359,118758,1.5,1.5,0.0,True
1362,118758,1.5,1.5,0.0,True
1376,118758,1.5,1.5,0.0,True
1391,118758,1.5,1.5,0.0,True
1392,118758,1.5,1.5,0.0,True
1400,118758,1.5,1.5,0.0,True
1403,118758,1.5,1.5,0.0,True
1406,118758,1.5,1.5,0.0,True
1411,118758,1.5,1.5,0.0,True
1412,118758,1.5,1.5,0.0,True
1422,118758,1.5,1.5,0.0,True
1423,118758,1.5,1.5,0.0,True
1436,118758,1.5,1.5,0.0,True
1439,118758,1.5,1.5,0.0,True
1450,118758,1.5,1.5,0.0,True
1453,118758,1.5,1.5,0.0,True
1470,118758,1.5,1.5,0.0,True
1500,118758,1.5,1.5,0.0,True
1507,118758,1.5,1.5,0.0,True
1513,118758,1.5,1.5,0.0,True
1514,118758,1.5,1.5,0.0,True
1515,118758,1.5,1.5,0.0,True
1523,118758,1.5,1.5,0.0,True
1525,118758,1.5,1.5,0.0,True
1530,118758,1.5,1.5,0.0,True
1555,118758,1.5,1.5,0.0,True
1567,118758,1.5,1.5,0.0,True
1568,118758,1.5,1.5,0.0,True
1592,118758,1.5,1.5,0.0,True
1595,118758,1.5,1.5,0.0,True
1616,118758,1.5,1.5,0.0,True
1617,118758,1.5,1.5,0.0,True
1627,118758,1.5,1.5,0.0,True
1628,118758,1.5,1.5,0.0,True
1635,118758,1.5,1.5,0.0,True
1638,118758,1.5,1.5,0.0,True
1640,118758,1.5,1.5,0.0,True
1643,118758,1.5,1.5,0.0,True
1644,118758,1.5,1.5,0.0,True
1645,118758,1.5,1.5,0.0,True
1667,118758,1.5,1.5,0.0,True
1672,118758,1.5,1.5,0.0,True
1676,118758,1.5,1.5,0.0,True
1698,118758,1.5,1.5,0.0,True
1702,118758,1.5,1.5,0.0,True
1709,118758,1.5,1.5,0.0,True
1715,118758,1.5,1.5,0.0,True
1718,118758,1.5,1.5,0.0,True
1729,118758,1.5,1.5,0.0,True
1753,118758,1.5,1.5,0.0,True
1763,118758,1.5,1.5,0.0,True
1764,118758,1.5,1.5,0.0,True
1769,118758,1.5,1.5,0.0,True
1771,118758,1.5,1.5,0.0,True
1772,118758,1.5,1.5,0.0,True
1792,118758,1.5,1.5,0.0,True
1807,118758,1.5,1.5,0.0,True
1808,118758,1.5,1.5,0.0,True
1813,118758,1.5,1.5,0.0,True
1815,118758,1.5,1.5,0.0,True
1825,118758,1.5,1.5,0.0,True
1845,118758,1.5,1.5,0.0,True
1849,118758,1.5,1.5,0.0,True
1851,118758,1.5,1.5,0.0,True
1855,118758,1.5,1.5,0.0,True
1864,118758,1.5,1.5,0.0,True
1869,118758,1.5,1.5,0.0,True
1876,118758,1.5,1.5,0.0,True
1889,118758,1.5,1.5,0.0,True
1902,118758,1.5,1.5,0.0,True
1908,118758,1.5,1.5,0.0,True
1928,118758,1.5,1.5,0.0,True
1931,118758,1.5,1.5,0.0,True
1937,118758,1.5,1.5,0.0,True
1942,118758,1.5,1.5,0.0,True
1951,118758,1.5,1.5,0.0,True
1963,118758,1.5,1.5,0.0,True
1970,118758,1.5,1.5,0.0,True
1972,118758,1.5,1.5,0.0,True
1983,118758,1.5,1.5,0.0,True
1985,118758,1.5,1.5,0.0,True
2001,118758,1.5,1.5,0.0,True
2006,118758,1.5,1.5,0.0,True
2008,118758,1.5,1.5,0.0,True
2013,118758,1.5,1.5,0.0,True
2034,118758,1.5,1.5,0.0,True
2051,118758,1.5,1.5,0.0,True
2066,118758,1.5,1.5,0.0,True
2071,118758,1.5,1.5,0.0,True
2080,118758,1.5,1.5,0.0,True
2083,118758,1.5,1.5,0.0,True
2084,118758,1.5,1.5,0.0,True
2088,118758,1.5,1.5,0.0,True
2094,118758,1.5,1.5,0.0,True
2099,118758,1.5,1.5,0.0,True
2116,118758,1.5,1.5,0.0,True
2126,118758,1.5,1.5,0.0,True
2127,118758,1.5,1.5,0.0,True
2130,118758,1.5,1.5,0.0,True
2139,118758,1.5,1.5,0.0,True
2171,118758,1.5,1.5,0.0,True
2191,118758,1.5,1.5,0.0,True
2198,118758,1.5,1.5,0.0,True
2209,118758,1.5,1.5,0.0,True
2229,118758,1.5,1.5,0.0,True
2232,118758,1.5,1.5,0.0,True
2233,118758,1.5,1.5,0.0,True
2234,118758,1.5,1.5,0.0,True
2241,118758,1.5,1.5,0.0,True
2256,118758,1.5,1.5,0.0,True
2257,118758,1.5,1.5,0.0,True
2261,118758,1.5,1.5,0.0,True
2269,118758,1.5,1.5,0.0,True
2270,118758,1.5,1.5,0.0,True
2271,118758,1.5,1.5,0.0,True
2278,118758,1.5,1.5,0.0,True
2279,118758,1.5,1.5,0.0,True
2296,118758,1.5,1.5,0.0,True
2311,118758,1.5,1.5,0.0,True
2313,118758,1.5,1.5,0.0,True
2323,118758,1.5,1.5,0.0,True
2324,118758,1.5,1.5,0.0,True
2330,118758,1.5,1.5,0.0,True
2344,118758,1.5,1.5,0.0,True
2349,118758,1.5,1.5,0.0,True
2352,118758,1.5,1.5,0.0,True
2362,118758,1.5,1.5,0.0,True
2378,118758,1.5,1.5,0.0,True
2397,118758,1.5,1.5,0.0,True
2412,118758,1.5,1.5,0.0,True
2424,118758,1.5,1.5,0.0,True
2430,118758,1.5,1.5,0.0,True
2436,118758,1.5,1.5,0.0,True
2462,118758,1.5,1.5,0.0,True
2467,118758,1.5,1.5,0.0,True
2468,118758,1.5,1.5,0.0,True
2476,118758,1.5,1.5,0.0,True
2514,118758,1.5,1.5,0.0,True
2527,118758,1.5,1.5,0.0,True
2540,118758,1.5,1.5,0.0,True
2543,118758,1.5,1.5,0.0,True
2554,118758,1.5,1.5,0.0,True
2558,118758,1.5,1.5,0.0,True
2562,118758,1.5,1.5,0.0,True
2568,118758,1.5,1.5,0.0,True
2576,118758,1.5,1.5,0.0,True
2577,118758,1.5,1.5,0.0,True
2580,118758,1.5,1.5,0.0,True
2590,118758,1.5,1.5,0.0,True
2595,118758,1.5,1.5,0.0,True
2602,118758,1.5,1.5,0.0,True
2614,118758,1.5,1.5,0.0,True
2616,118758,1.5,1.5,0.0,True
2631,118758,1.5,1.5,0.0,True
2633,118758,1.5,1.5,0.0,True
2638,118758,1.5,1.5,0.0,True
2640,118758,1.5,1.5,0.0,True
2643,118758,1.5,1.5,0.0,True
2647,118758,1.5,1.5,0.0,True
2649,118758,1.5,1.5,0.0,True
2653,118758,1.5,1.5,0.0,True
2661,118758,1.5,1.5,0.0,True
2669,118758,1.5,1.5,0.0,True
2671,118758,1.5,1.5,0.0,True
2675,118758,1.5,1.5,0.0,True
2678,118758,1.5,1.5,0.0,True
2691,118758,1.5,1.5,0.0,True
2707,118758,1.5,1.5,0.0,True
2711,118758,1.5,1.5,0.0,True
2720,118758,1.5,1.5,0.0,True
2732,118758,1.5,1.5,0.0,True
2734,118758,1.5,1.5,0.0,True
2740,118758,1.5,1.5,0.0,True
2743,118758,1.5,1.5,0.0,True
2757,118758,1.5,1.5,0.0,True
2762,118758,1.5,1.5,0.0,True
2772,118758,1.5,1.5,0.0,True
2773,118758,1.5,1.5,0.0,True
2777,118758,1.5,1.5,0.0,True
2780,118758,1.5,1.5,0.0,True
2784,118758,1.5,1.5,0.0,True
2793,118758,1.5,1.5,0.0,True
2816,118758,1.5,1.5,0.0,True
2841,118758,1.5,1.5,0.0,True
2842,118758,1.5,1.5,0.0,True
2848,118758,1.5,1.5,0.0,True
2883,118758,1.5,1.5,0.0,True
2885,118758,1.5,1.5,0.0,True
2900,118758,1.5,1.5,0.0,True
2902,118758,1.5,1.5,0.0,True
2903,118758,1.5,1.5,0.0,True
2910,118758,1.5,1.5,0.0,True
2914,118758,1.5,1.5,0.0,True
2915,118758,1.5,1.5,0.0,True
2919,118758,1.5,1.5,0.0,True
2926,118758,1.5,1.5,0.0,True
2937,118758,1.5,1.5,0.0,True
2942,118758,1.5,1.5,0.0,True
2945,118758,1.5,1.5,0.0,True
2958,118758,1.5,1.5,0.0,True
2974,118758,1.5,1.5,0.0,True
2979,118758,1.5,1.5,0.0,True
2982,118758,1.5,1.5,0.0,True
2988,118758,1.5,1.5,0.0,True
3011,118758,1.5,1.5,0.0,True
3013,118758,1.5,1.5,0.0,True
3018,118758,1.5,1.5,0.0,True
3020,118758,1.5,1.5,0.0,True
3028,118758,1.5,1.5,0.0,True
3031,118758,1.5,1.5,0.0,True
3033,118758,1.5,1.5,0.0,True
3051,118758,1.5,1.5,0.0,True
3053,118758,1.5,1.5,0.0,True
3068,118758,1.5,1.5,0.0,True
3072,118758,1.5,1.5,0.0,True
3074,118758,1.5,1.5,0.0,True
3080,118758,1.5,1.5,0.0,True
3086,118758,1.5,1.5,0.0,True
3090,118758,1.5,1.5,0.0,True
3094,118758,1.5,1.5,0.0,True
3097,118758,1.5,1.5,0.0,True
3101,118758,1.5,1.5,0.0,True
3109,118758,1.5,1.5,0.0,True
3138,118758,1.5,1.5,0.0,True
3148,118758,1.5,1.5,0.0,True
3184,118758,1.5,1.5,0.0,True
3192,118758,1.5,1.5,0.0,True
3197,118758,1.5,1.5,0.0,True
3199,118758,1.5,1.5,0.0,True
3202,118758,1.5,1.5,0.0,True
3207,118758,1.5,1.5,0.0,True
3208,118758,1.5,1.5,0.0,True
3236,118758,1.5,1.5,0.0,True
3239,118758,1.5,1.5,0.0,True
3249,118758,1.5,1.5,0.0,True
3254,118758,1.5,1.5,0.0,True
3257,118758,1.5,1.5,0.0,True
3264,118758,1.5,1.5,0.0,True
3268,118758,1.5,1.5,0.0,True
3269,118758,1.5,1.5,0.0,True
3273,118758,1.5,1.5,0.0,True
3274,118758,1.5,1.5,0.0,True
3275,118758,1.5,1.5,0.0,True
3284,118758,1.5,1.5,0.0,True
3295,118758,1.5,1.5,0.0,True
3311,118758,1.5,1.5,0.0,True
3316,118758,1.5,1.5,0.0,True
3318,118758,1.5,1.5,0.0,True
3327,118758,1.5,1.5,0.0,True
3338,118758,1.5,1.5,0.0,True
3340,118758,1.5,1.5,0.0,True
3352,118758,1.5,1.5,0.0,True
3360,118758,1.5,1.5,0.0,True
3369,118758,1.5,1.5,0.0,True
3371,118758,1.5,1.5,0.0,True
3393,118758,1.5,1.5,0.0,True
3398,118758,1.5,1.5,0.0,True
3399,118758,1.5,1.5,0.0,True
3406,118758,1.5,1.5,0.0,True
3417,118758,1.5,1.5,0.0,True
3427,118758,1.5,1.5,0.0,True
3433,118758,1.5,1.5,0.0,True
3435,118758,1.5,1.5,0.0,True
3439,118758,1.5,1.5,0.0,True
3450,118758,1.5,1.5,0.0,True
3473,118758,1.5,1.5,0.0,True
3490,118758,1.5,1.5,0.0,True
3499,118758,1.5,1.5,0.0,True
3502,118758,1.5,1.5,0.0,True
3504,118758,1.5,1.5,0.0,True
3515,118758,1.5,1.5,0.0,True
3534,118758,1.5,1.5,0.0,True
3538,118758,1.5,1.5,0.0,True
3543,118758,1.5,1.5,0.0,True
3545,118758,1.5,1.5,0.0,True
3565,118758,1.5,1.5,0.0,True
3569,118758,1.5,1.5,0.0,True
3572,118758,1.5,1.5,0.0,True
3576,118758,1.5,1.5,0.0,True
3585,118758,1.5,1.5,0.0,True
3589,118758,1.5,1.5,0.0,True
3604,118758,1.5,1.5,0.0,True
3609,118758,1.5,1.5,0.0,True
3621,118758,1.5,1.5,0.0,True
3622,118758,1.5,1.5,0.0,True
3625,118758,1.5,1.5,0.0,True
3628,118758,1.5,1.5,0.0,True
3629,118758,1.5,1.5,0.0,True
3639,118758,1.5,1.5,0.0,True
3641,118758,1.5,1.5,0.0,True
3648,118758,1.5,1.5,0.0,True
3651,118758,1.5,1.5,0.0,True
3654,118758,1.5,1.5,0.0,True
3660,118758,1.5,1.5,0.0,True
3664,118758,1.5,1.5,0.0,True
3670,118758,1.5,1.5,0.0,True
3673,118758,1.5,1.5,0.0,True
3676,118758,1.5,1.5,0.0,True
3681,118758,1.5,1.5,0.0,True
3688,118758,1.5,1.5,0.0,True
3697,118758,1.5,1.5,0.0,True
3700,118758,1.5,1.5,0.0,True
3704,118758,1.5,1.5,0.0,True
3726,118758,1.5,1.5,0.0,True
3728,118758,1.5,1.5,0.0,True
3729,118758,1.5,1.5,0.0,True
3743,118758,1.5,1.5,0.0,True
3768,118758,1.5,1.5,0.0,True
3793,118758,1.5,1.5,0.0,True
3797,118758,1.5,1.5,0.0,True
3803,118758,1.5,1.5,0.0,True
3816,118758,1.5,1.5,0.0,True
3827,118758,1.5,1.5,0.0,True
3851,118758,1.5,1.5,0.0,True
3858,118758,1.5,1.5,0.0,True
3862,118758,1.5,1.5,0.0,True
3870,118758,1.5,1.5,0.0,True
3874,118758,1.5,1.5,0.0,True
3890,118758,1.5,1.5,0.0,True
3894,118758,1.5,1.5,0.0,True
3899,118758,1.5,1.5,0.0,True
3907,118758,1.5,1.5,0.0,True
3928,118758,1.5,1.5,0.0,True
3930,118758,1.5,1.5,0.0,True
3934,118758,1.5,1.5,0.0,True
3955,118758,1.5,1.5,0.0,True
3965,118758,1.5,1.5,0.0,True
3984,118758,1.5,1.5,0.0,True
3990,118758,1.5,1.5,0.0,True
3998,118758,1.5,1.5,0.0,True
3999,118758,1.5,1.5,0.0,True
4008,118758,1.5,1.5,0.0,True
4020,118758,1.5,1.5,0.0,True
4084,118758,1.5,1.5,0.0,True
4087,118758,1.5,1.5,0.0,True
4101,118758,1.5,1.5,0.0,True
4105,118758,1.5,1.5,0.0,True
4110,118758,1.5,1.5,0.0,True
4116,118758,1.5,1.5,0.0,True
4125,118758,1.5,1.5,0.0,True
4129,118758,1.5,1.5,0.0,True
4133,118758,1.5,1.5,0.0,True
4135,118758,1.5,1.5,0.0,True
4137,118758,1.5,1.5,0.0,True
4138,118758,1.5,1.5,0.0,True
4140,118758,1.5,1.5,0.0,True
4150,118758,1.5,1.5,0.0,True
4155,118758,1.5,1.5,0.0,True
4158,118758,1.5,1.5,0.0,True
4178,118758,1.5,1.5,0.0,True
4191,118758,1.5,1.5,0.0,True
4193,118758,1.5,1.5,0.0,True
4197,118758,1.5,1.5,0.0,True
4215,118758,1.5,1.5,0.0,True
4222,118758,1.5,1.5,0.0,True
4229,118758,1.5,1.5,0.0,True
4237,118758,1.5,1.5,0.0,True
4254,118758,1.5,1.5,0.0,True
4275,118758,1.5,1.5,0.0,True
4276,118758,1.5,1.5,0.0,True
4285,118758,1.5,1.5,0.0,True
4287,118758,1.5,1.5,0.0,True
4290,118758,1.5,1.5,0.0,True
4295,118758,1.5,1.5,0.0,True
4302,118758,1.5,1.5,0.0,True
4324,118758,1.5,1.5,0.0,True
4331,118758,1.5,1.5,0.0,True
4347,118758,1.5,1.5,0.0,True
4358,118758,1.5,1.5,0.0,True
4366,118758,1.5,1.5,0.0,True
4367,118758,1.5,1.5,0.0,True
4369,118758,1.5,1.5,0.0,True
4370,118758,1.5,1.5,0.0,True
4392,118758,1.5,1.5,0.0,True
4402,118758,1.5,1.5,0.0,True
4417,118758,1.5,1.5,0.0,True
4420,118758,1.5,1.5,0.0,True
4421,118758,1.5,1.5,0.0,True
4423,118758,1.5,1.5,0.0,True
4436,118758,1.5,1.5,0.0,True
4454,118758,1.5,1.5,0.0,True
4459,118758,1.5,1.5,0.0,True
4466,118758,1.5,1.5,0.0,True
4469,118758,1.5,1.5,0.0,True
4497,118758,1.5,1.5,0.0,True
4507,118758,1.5,1.5,0.0,True
4526,118758,1.5,1.5,0.0,True
4529,118758,1.5,1.5,0.0,True
4531,118758,1.5,1.5,0.0,True
4548,118758,1.5,1.5,0.0,True
4551,118758,1.5,1.5,0.0,True
4556,118758,1.5,1.5,0.0,True
4560,118758,1.5,1.5,0.0,True
4562,118758,1.5,1.5,0.0,True
4563,118758,1.5,1.5,0.0,True
4569,118758,1.5,1.5,0.0,True
4581,118758,1.5,1.5,0.0,True
4590,118758,1.5,1.5,0.0,True
4594,118758,1.5,1.5,0.0,True
4598,118758,1.5,1.5,0.0,True
4601,118758,1.5,1.5,0.0,True
4603,118758,1.5,1.5,0.0,True
4615,118758,1.5,1.5,0.0,True
4618,118758,1.5,1.5,0.0,True
4619,118758,1.5,1.5,0.0,True
4624,118758,1.5,1.5,0.0,True
4629,118758,1.5,1.5,0.0,True
4635,118758,1.5,1.5,0.0,True
4636,118758,1.5,1.5,0.0,True
4642,118758,1.5,1.5,0.0,True
4644,118758,1.5,1.5,0.0,True
4649,118758,1.5,1.5,0.0,True
4661,118758,1.5,1.5,0.0,True
4664,118758,1.5,1.5,0.0,True
4671,118758,1.5,1.5,0.0,True
4677,118758,1.5,1.5,0.0,True
4686,118758,1.5,1.5,0.0,True
4695,118758,1.5,1.5,0.0,True
4696,118758,1.5,1.5,0.0,True
4699,118758,1.5,1.5,0.0,True
4701,118758,1.5,1.5,0.0,True
4702,118758,1.5,1.5,0.0,True
4721,118758,1.5,1.5,0.0,True
4722,118758,1.5,1.5,0.0,True
4728,118758,1.5,1.5,0.0,True
4736,118758,1.5,1.5,0.0,True
4758,118758,1.5,1.5,0.0,True
4759,118758,1.5,1.5,0.0,True
4763,118758,1.5,1.5,0.0,True
4765,118758,1.5,1.5,0.0,True
4776,118758,1.5,1.5,0.0,True
4784,118758,1.5,1.5,0.0,True
4797,118758,1.5,1.5,0.0,True
4810,118758,1.5,1.5,0.0,True
4828,118758,1.5,1.5,0.0,True
4832,118758,1.5,1.5,0.0,True
4864,118758,1.5,1.5,0.0,True
4865,118758,1.5,1.5,0.0,True
4870,118758,1.5,1.5,0.0,True
4883,118758,1.5,1.5,0.0,True
4884,118758,1.5,1.5,0.0,True
4888,118758,1.5,1.5,0.0,True
4892,118758,1.5,1.5,0.0,True
4902,118758,1.5,1.5,0.0,True
4907,118758,1.5,1.5,0.0,True
4914,118758,1.5,1.5,0.0,True
4916,118758,1.5,1.5,0.0,True
4918,118758,1.5,1.5,0.0,True
4934,118758,1.5,1.5,0.0,True
4941,118758,1.5,1.5,0.0,True
4948,118758,1.5,1.5,0.0,True
4955,118758,1.5,1.5,0.0,True
4962,118758,1.5,1.5,0.0,True
4967,118758,1.5,1.5,0.0,True
4974,118758,1.5,1.5,0.0,True
4975,118758,1.5,1.5,0.0,True
4986,118758,1.5,1.5,0.0,True
4992,118758,1.5,1.5,0.0,True
5000,118758,1.5,1.5,0.0,True
5007,118758,1.5,1.5,0.0,True
5008,118758,1.5,1.5,0.0,True
5014,118758,1.5,1.5,0.0,True
5017,118758,1.5,1.5,0.0,True
5021,118758,1.5,1.5,0.0,True
5030,118758,1.5,1.5,0.0,True
5034,118758,1.5,1.5,0.0,True
5046,118758,1.5,1.5,0.0,True
5048,118758,1.5,1.5,0.0,True
5063,118758,1.5,1.5,0.0,True
5065,118758,1.5,1.5,0.0,True
5082,118758,1.5,1.5,0.0,True
5084,118758,1.5,1.5,0.0,True
5092,118758,1.5,1.5,0.0,True
5094,118758,1.5,1.5,0.0,True
5102,118758,1.5,1.5,0.0,True
5107,118758,1.5,1.5,0.0,True
5110,118758,1.5,1.5,0.0,True
5138,118758,1.5,1.5,0.0,True
5156,118758,1.5,1.5,0.0,True
5186,118758,1.5,1.5,0.0,True
5195,118758,1.5,1.5,0.0,True
5209,118758,1.5,1.5,0.0,True
5210,118758,1.5,1.5,0.0,True
5223,118758,1.5,1.5,0.0,True
5264,118758,1.5,1.5,0.0,True
5265,118758,1.5,1.5,0.0,True
5269,118758,1.5,1.5,0.0,True
5276,118758,1.5,1.5,0.0,True
5293,118758,1.5,1.5,0.0,True
5296,118758,1.5,1.5,0.0,True
5334,118758,1.5,1.5,0.0,True
5337,118758,1.5,1.5,0.0,True
5350,118758,1.5,1.5,0.0,True
5352,118758,1.5,1.5,0.0,True
5365,118758,1.5,1.5,0.0,True
5366,118758,1.5,1.5,0.0,True
5382,118758,1.5,1.5,0.0,True
5384,118758,1.5,1.5,0.0,True
5393,118758,1.5,1.5,0.0,True
5398,118758,1.5,1.5,0.0,True
5399,118758,1.5,1.5,0.0,True
5406,118758,1.5,1.5,0.0,True
5410,118758,1.5,1.5,0.0,True
5412,118758,1.5,1.5,0.0,True
5414,118758,1.5,1.5,0.0,True
5418,118758,1.5,1.5,0.0,True
5425,118758,1.5,1.5,0.0,True
5441,118758,1.5,1.5,0.0,True
5465,118758,1.5,1.5,0.0,True
5475,118758,1.5,1.5,0.0,True
5483,118758,1.5,1.5,0.0,True
5495,118758,1.5,1.5,0.0,True
5510,118758,1.5,1.5,0.0,True
5513,118758,1.5,1.5,0.0,True
5518,118758,1.5,1.5,0.0,True
5524,118758,1.5,1.5,0.0,True
5543,118758,1.5,1.5,0.0,True
5544,118758,1.5,1.5,0.0,True
5556,118758,1.5,1.5,0.0,True
5558,118758,1.5,1.5,0.0,True
5561,118758,1.5,1.5,0.0,True
5576,118758,1.5,1.5,0.0,True
5592,118758,1.5,1.5,0.0,True
5596,118758,1.5,1.5,0.0,True
5604,118758,1.5,1.5,0.0,True
5613,118758,1.5,1.5,0.0,True
5615,118758,1.5,1.5,0.0,True
5621,118758,1.5,1.5,0.0,True
5623,118758,1.5,1.5,0.0,True
5630,118758,1.5,1.5,0.0,True
5636,118758,1.5,1.5,0.0,True
5638,118758,1.5,1.5,0.0,True
5640,118758,1.5,1.5,0.0,True
5642,118758,1.5,1.5,0.0,True
5658,118758,1.5,1.5,0.0,True
5662,118758,1.5,1.5,0.0,True
5664,118758,1.5,1.5,0.0,True
5691,118758,1.5,1.5,0.0,True
5698,118758,1.5,1.5,0.0,True
5699,118758,1.5,1.5,0.0,True
5723,118758,1.5,1.5,0.0,True
5726,118758,1.5,1.5,0.0,True
5729,118758,1.5,1.5,0.0,True
5730,118758,1.5,1.5,0.0,True
5737,118758,1.5,1.5,0.0,True
5745,118758,1.5,1.5,0.0,True
5771,118758,1.5,1.5,0.0,True
5789,118758,1.5,1.5,0.0,True
