user_id,asin,rating,review_text,timestamp,verified_purchase,helpful_vote,user_idx,item_idx
U02767,B00000219,4,Solid performance. Fragrance 710,1666601309,True,5,2758,219
U02767,B00000481,5,Highly recommended to everyone. Fragrance 176,1630720204,True,24,2758,481
U02367,B00000253,3,"It's okay, nothing special. Fragrance 742",1678421048,False,10,2359,253
U02367,B00000424,4,"Great, would buy again. Fragrance 824",1639502504,True,34,2359,424
U02367,B00000567,1,Broken upon arrival. Fragrance 147,1678763595,True,28,2359,567
U02367,B00000542,2,Quality is poor. Fragrance 937,1624495947,True,21,2359,542
U02367,B00000155,4,Good value for money. Fragrance 901,1645639818,True,33,2359,155
U02367,B00000515,4,Good value for money. Fragrance 72,1615155108,False,17,2359,515
U02367,B00000372,5,"Perfect, exactly what I needed! Fragrance 63",1630046586,True,30,2359,372
U02367,B00000450,4,"Great, would buy again. Fragrance 356",1697766473,True,13,2359,450
U02367,B00000359,4,Good value for money. Fragrance 774,1669333928,True,8,2359,359
U02367,B00000435,2,"Not great, expected better. Fragrance 570",1662177779,False,10,2359,435
U02367,B00000380,5,Best product in this category. Fragrance 687,1670081747,True,27,2359,380
U02367,B00000374,3,Average product for the price. Fragrance 233,1619951674,False,43,2359,374
U02367,B00000604,5,"Perfect, exactly what I needed! Fragrance 724",1610525521,True,25,2359,604
U04152,B00000076,4,"Great, would buy again. Fragrance 148",1639796102,True,3,4141,76
U04152,B00000401,5,Best product in this category. Fragrance 834,1659171600,True,36,4141,401
U04152,B00000109,1,Worst purchase ever. Fragrance 137,1657318206,True,29,4141,109
U04152,B00000512,3,"It's okay, nothing special. Fragrance 611",1639890714,False,18,4141,512
U04152,B00000365,5,Best product in this category. Fragrance 749,1670754795,True,44,4141,365
U04152,B00000372,3,Average product for the price. Fragrance 360,1664932618,True,33,4141,372
U04152,B00000344,4,"Great, would buy again. Fragrance 53",1615744814,False,45,4141,344
U04152,B00000451,5,Best product in this category. Fragrance 420,1675130313,True,45,4141,451
U04152,B00000585,5,"Perfect, exactly what I needed! Fragrance 911",1700429345,True,41,4141,585
U04152,B00000017,5,Highly recommended to everyone. Fragrance 124,1651585611,True,18,4141,17
U04152,B00000513,3,Average product for the price. Fragrance 396,1649216661,True,7,4141,513
U04152,B00000285,5,Highly recommended to everyone. Fragrance 192,1642012047,True,39,4141,285
U04152,B00000488,5,"Perfect, exactly what I needed! Fragrance 375",1666677901,True,11,4141,488
U02694,B00000567,1,Broken upon arrival. Fragrance 211,1697543677,True,2,2686,567
U02694,B00000324,4,"Great, would buy again. Fragrance 874",1639692814,True,11,2686,324
U02694,B00000228,4,Good value for money. Fragrance 18,1673240489,True,17,2686,228
U02694,B00000197,4,Good value for money. Fragrance 487,1639623850,True,34,2686,197
U02694,B00000221,5,"Perfect, exactly what I needed! Fragrance 157",1701575120,True,5,2686,221
U02694,B00000006,5,Absolutely love it! Fragrance 665,1612607274,True,18,2686,6
U02694,B00000528,5,"Perfect, exactly what I needed! Fragrance 164",1661152905,True,39,2686,528
U02694,B00000096,4,Really like this product. Fragrance 185,1621635024,True,5,2686,96
U02694,B00000436,5,Absolutely love it! Fragrance 769,1639096147,True,27,2686,436
U02694,B00000374,5,"Perfect, exactly what I needed! Fragrance 799",1614972606,False,45,2686,374
U02694,B00000610,5,Highly recommended to everyone. Fragrance 397,1693115412,True,28,2686,610
U02694,B00000492,3,"It's okay, nothing special. Fragrance 859",1673272747,False,22,2686,492
U01767,B00000041,4,Really like this product. Fragrance 304,1657922490,True,31,1762,41
U01767,B00000453,5,Best product in this category. Fragrance 372,1631832046,True,23,1762,453
U01767,B00000542,4,Really like this product. Fragrance 682,1643868780,True,37,1762,542
U01767,B00000637,5,Best product in this category. Fragrance 45,1646781887,False,33,1762,637
U01767,B00000266,4,"Great, would buy again. Fragrance 159",1629169075,True,24,1762,266
U01767,B00000499,2,Quality is poor. Fragrance 584,1630302434,True,14,1762,499
U01767,B00000084,4,"Great, would buy again. Fragrance 923",1698692076,False,26,1762,84
U01767,B00000588,4,Really like this product. Fragrance 518,1645205625,True,48,1762,588
U02241,B00000181,2,Quality is poor. Fragrance 592,1635290771,True,48,2234,181
U02241,B00000147,5,Best product in this category. Fragrance 506,1695340775,True,34,2234,147
U02241,B00000473,5,"Perfect, exactly what I needed! Fragrance 168",1620838043,False,18,2234,473
U02241,B00000566,5,"Perfect, exactly what I needed! Fragrance 955",1631786512,False,32,2234,566
U02241,B00000311,3,Works fine but has flaws. Fragrance 328,1679921115,True,7,2234,311
U02241,B00000590,5,Highly recommended to everyone. Fragrance 925,1642668212,True,41,2234,590
U02241,B00000134,5,"Perfect, exactly what I needed! Fragrance 736",1631559108,True,29,2234,134
U02241,B00000366,4,"Great, would buy again. Fragrance 790",1695637345,False,41,2234,366
U02241,B00000411,5,"Perfect, exactly what I needed! Fragrance 475",1614976803,True,10,2234,411
U02241,B00000522,5,"Perfect, exactly what I needed! Fragrance 600",1668963791,True,18,2234,522
U02241,B00000253,4,Really like this product. Fragrance 545,1686990106,True,6,2234,253
U02241,B00000521,5,Best product in this category. Fragrance 278,1621607858,False,28,2234,521
U02241,B00000216,3,"It's okay, nothing special. Fragrance 389",1666493836,True,37,2234,216
U01381,B00000360,3,Decent but I've seen better. Fragrance 771,1677991134,True,43,1376,360
U01381,B00000547,1,"Terrible product, wasted my money. Fragrance 157",1677647095,True,1,1376,547
U01381,B00000055,4,Solid performance. Fragrance 184,1690898997,False,36,1376,55
U01381,B00000631,2,"Not great, expected better. Fragrance 818",1613264960,True,21,1376,631
U01381,B00000052,4,Solid performance. Fragrance 106,1649122689,True,23,1376,52
U01381,B00000586,4,"Great, would buy again. Fragrance 764",1672728739,False,18,1376,586
U01381,B00000341,4,Really like this product. Fragrance 447,1638152802,True,18,1376,341
U01381,B00000274,5,"Perfect, exactly what I needed! Fragrance 658",1637983482,True,17,1376,274
U02092,B00000623,4,"Great, would buy again. Fragrance 421",1672276221,True,36,2087,623
U02092,B00000242,4,Good value for money. Fragrance 43,1678574958,True,41,2087,242
U02092,B00000083,4,Solid performance. Fragrance 492,1678798954,True,17,2087,83
U02092,B00000056,3,Average product for the price. Fragrance 259,1672200864,True,31,2087,56
U02092,B00000373,4,Good value for money. Fragrance 647,1634661446,True,46,2087,373
U02092,B00000646,5,Best product in this category. Fragrance 291,1651385767,True,23,2087,646
U02092,B00000012,2,"Not great, expected better. Fragrance 17",1672054843,True,2,2087,12
U02092,B00000506,5,"Perfect, exactly what I needed! Fragrance 394",1664228722,True,34,2087,506
U02092,B00000072,2,Would not recommend. Fragrance 877,1702623852,True,9,2087,72
U02092,B00000648,2,Quality is poor. Fragrance 867,1675229841,True,44,2087,648
U02092,B00000589,4,"Great, would buy again. Fragrance 715",1701954929,True,33,2087,589
U02092,B00000460,5,Absolutely love it! Fragrance 735,1618825681,True,10,2087,460
U02092,B00000164,3,Decent but I've seen better. Fragrance 303,1676349545,True,11,2087,164
U02092,B00000189,3,"It's okay, nothing special. Fragrance 154",1632568037,False,1,2087,189
U04545,B00000621,1,Broken upon arrival. Fragrance 227,1664601550,True,38,4533,621
U04545,B00000555,5,Absolutely love it! Fragrance 258,1672325484,True,35,4533,555
U04545,B00000127,5,Highly recommended to everyone. Fragrance 327,1656494008,True,17,4533,127
U04545,B00000538,4,Good value for money. Fragrance 945,1616038260,True,40,4533,538
U04545,B00000061,4,Solid performance. Fragrance 557,1622501522,True,46,4533,61
U04545,B00000433,5,Absolutely love it! Fragrance 934,1695418330,False,35,4533,433
U04545,B00000635,3,Average product for the price. Fragrance 34,1618226410,False,39,4533,635
U04545,B00000158,5,Best product in this category. Fragrance 854,1668283920,True,12,4533,158
U04545,B00000137,5,"Perfect, exactly what I needed! Fragrance 684",1619673238,True,32,4533,137
U04545,B00000613,4,Solid performance. Fragrance 96,1633290539,True,14,4533,613
U04545,B00000595,5,Highly recommended to everyone. Fragrance 751,1672535884,True,23,4533,595
U02951,B00000127,4,"Great, would buy again. Fragrance 563",1693193340,True,33,2942,127
U02951,B00000469,5,"Perfect, exactly what I needed! Fragrance 8",1632291298,True,43,2942,469
U02951,B00000042,4,Good value for money. Fragrance 781,1620112001,True,22,2942,42
U02951,B00000027,3,Works fine but has flaws. Fragrance 616,1658344505,True,36,2942,27
U02951,B00000445,3,Decent but I've seen better. Fragrance 740,1616697028,True,37,2942,445
U02951,B00000216,5,Highly recommended to everyone. Fragrance 630,1671618255,False,2,2942,216
U02951,B00000060,5,Best product in this category. Fragrance 800,1670369662,True,22,2942,60
U02951,B00000276,2,Quality is poor. Fragrance 831,1627391796,True,14,2942,276
U02951,B00000180,3,Works fine but has flaws. Fragrance 143,1622483262,True,31,2942,180
U02951,B00000016,4,Good value for money. Fragrance 74,1665681676,True,45,2942,16
U02951,B00000331,5,Absolutely love it! Fragrance 713,1660257823,False,22,2942,331
U02951,B00000054,2,"Not great, expected better. Fragrance 793",1683450802,True,11,2942,54
U02368,B00000407,5,Absolutely love it! Fragrance 261,1644674109,True,47,2360,407
U02368,B00000298,5,Highly recommended to everyone. Fragrance 891,1630090434,True,20,2360,298
U02368,B00000640,5,Highly recommended to everyone. Fragrance 505,1667223442,True,26,2360,640
U02368,B00000057,4,Really like this product. Fragrance 911,1629119381,True,23,2360,57
U02368,B00000371,5,Absolutely love it! Fragrance 702,1641199420,True,7,2360,371
U02368,B00000470,4,Good value for money. Fragrance 314,1676760781,False,48,2360,470
U02368,B00000473,4,Solid performance. Fragrance 273,1611467478,True,28,2360,473
U02368,B00000284,4,Solid performance. Fragrance 884,1677152445,True,42,2360,284
U02368,B00000536,3,Decent but I've seen better. Fragrance 685,1621439188,True,20,2360,536
U02368,B00000262,5,Best product in this category. Fragrance 318,1622586397,True,30,2360,262
U02368,B00000547,4,"Great, would buy again. Fragrance 882",1651282695,True,29,2360,547
U02368,B00000323,3,Decent but I've seen better. Fragrance 704,1686384839,False,10,2360,323
U02384,B00000352,4,Solid performance. Fragrance 815,1616130546,True,46,2376,352
U02384,B00000017,3,Decent but I've seen better. Fragrance 771,1610125907,True,3,2376,17
U02384,B00000374,2,Disappointed with the results. Fragrance 674,1629883824,True,6,2376,374
U02384,B00000557,5,Best product in this category. Fragrance 526,1672156537,True,20,2376,557
U02384,B00000418,1,Broken upon arrival. Fragrance 438,1670308662,False,5,2376,418
U02384,B00000282,3,Works fine but has flaws. Fragrance 488,1669619483,True,9,2376,282
U02384,B00000129,5,Absolutely love it! Fragrance 810,1696117949,False,44,2376,129
U02384,B00000192,4,Really like this product. Fragrance 469,1681006555,True,7,2376,192
U02384,B00000028,3,Average product for the price. Fragrance 198,1699275984,True,33,2376,28
U02384,B00000133,5,Highly recommended to everyone. Fragrance 252,1668777825,True,24,2376,133
U02384,B00000307,5,Best product in this category. Fragrance 878,1695292409,True,28,2376,307
U02384,B00000236,4,Good value for money. Fragrance 422,1632235107,True,49,2376,236
U02384,B00000537,1,"Terrible product, wasted my money. Fragrance 584",1656073529,True,6,2376,537
U02384,B00000220,4,Really like this product. Fragrance 481,1670517412,True,42,2376,220
U00159,B00000296,4,Good value for money. Fragrance 299,1695473728,True,2,158,296
U00159,B00000059,5,Absolutely love it! Fragrance 306,1692829223,True,26,158,59
U00159,B00000418,3,Works fine but has flaws. Fragrance 103,1652886313,False,2,158,418
U00159,B00000620,5,Absolutely love it! Fragrance 469,1684293408,True,41,158,620
U00159,B00000435,2,Disappointed with the results. Fragrance 849,1635638144,False,23,158,435
U00159,B00000391,4,Really like this product. Fragrance 362,1658603390,True,15,158,391
U00159,B00000397,5,"Perfect, exactly what I needed! Fragrance 297",1623377569,False,21,158,397
U00159,B00000599,5,"Perfect, exactly what I needed! Fragrance 888",1686467738,True,6,158,599
U00159,B00000051,4,Really like this product. Fragrance 465,1692199598,True,47,158,51
U00159,B00000462,1,Broken upon arrival. Fragrance 48,1646423208,True,22,158,462
U00159,B00000531,4,Really like this product. Fragrance 667,1641075858,False,36,158,531
U00159,B00000047,5,Highly recommended to everyone. Fragrance 448,1645561763,False,23,158,47
U00159,B00000433,5,Best product in this category. Fragrance 811,1678154727,True,0,158,433
U01228,B00000274,4,Good value for money. Fragrance 465,1694929543,True,20,1224,274
U01228,B00000398,3,"It's okay, nothing special. Fragrance 17",1618034510,True,40,1224,398
U01228,B00000530,4,"Great, would buy again. Fragrance 400",1672994032,True,43,1224,530
U01228,B00000497,3,Works fine but has flaws. Fragrance 261,1680645114,True,32,1224,497
U01228,B00000100,3,"It's okay, nothing special. Fragrance 352",1618808887,True,9,1224,100
U01228,B00000499,2,Would not recommend. Fragrance 51,1615099010,False,41,1224,499
U01228,B00000490,4,Really like this product. Fragrance 914,1671213044,True,12,1224,490
U01228,B00000428,2,Disappointed with the results. Fragrance 118,1688648377,False,32,1224,428
U01228,B00000529,4,"Great, would buy again. Fragrance 918",1703716034,True,21,1224,529
U01228,B00000320,4,Solid performance. Fragrance 936,1694461539,True,48,1224,320
U01228,B00000476,4,Solid performance. Fragrance 83,1701604915,True,18,1224,476
U01228,B00000383,5,Highly recommended to everyone. Fragrance 830,1648733464,True,25,1224,383
U01228,B00000137,5,Highly recommended to everyone. Fragrance 727,1693874670,True,19,1224,137
U01228,B00000113,3,"It's okay, nothing special. Fragrance 454",1610477482,True,42,1224,113
U01228,B00000350,5,"Perfect, exactly what I needed! Fragrance 697",1697292950,True,32,1224,350
U04449,B00000040,5,Absolutely love it! Fragrance 940,1631266453,True,25,4438,40
U04449,B00000475,2,Quality is poor. Fragrance 424,1648309553,True,39,4438,475
U04449,B00000618,4,Good value for money. Fragrance 100,1699970544,False,14,4438,618
U04449,B00000263,4,Good value for money. Fragrance 369,1634374087,False,38,4438,263
U04449,B00000312,5,"Perfect, exactly what I needed! Fragrance 685",1678896365,True,15,4438,312
U04449,B00000163,3,Decent but I've seen better. Fragrance 376,1664778422,True,29,4438,163
U04449,B00000179,3,Works fine but has flaws. Fragrance 498,1685645725,True,3,4438,179
U04449,B00000607,4,"Great, would buy again. Fragrance 916",1649496466,False,18,4438,607
U04449,B00000251,5,Best product in this category. Fragrance 331,1688120269,False,28,4438,251
U04449,B00000368,3,"It's okay, nothing special. Fragrance 8",1643184738,True,13,4438,368
U04449,B00000629,4,Good value for money. Fragrance 393,1656471126,True,11,4438,629
U04449,B00000540,5,"Perfect, exactly what I needed! Fragrance 379",1625148641,True,3,4438,540
U04449,B00000286,5,"Perfect, exactly what I needed! Fragrance 736",1659754245,True,1,4438,286
U04449,B00000027,5,Absolutely love it! Fragrance 673,1690580951,False,25,4438,27
U04449,B00000083,4,Solid performance. Fragrance 597,1662767790,True,15,4438,83
U04449,B00000213,5,Absolutely love it! Fragrance 906,1701597208,True,22,4438,213
U01884,B00000320,4,Solid performance. Fragrance 571,1699014563,True,47,1879,320
U01884,B00000594,5,"Perfect, exactly what I needed! Fragrance 632",1635481214,False,44,1879,594
U01884,B00000417,1,Worst purchase ever. Fragrance 311,1633925760,True,49,1879,417
U01884,B00000218,5,Absolutely love it! Fragrance 551,1622492962,True,11,1879,218
U01884,B00000039,4,Good value for money. Fragrance 8,1657753485,True,18,1879,39
U01884,B00000630,5,Best product in this category. Fragrance 593,1696215573,True,26,1879,630
U01884,B00000062,3,Decent but I've seen better. Fragrance 210,1621482446,True,15,1879,62
U01884,B00000488,4,Solid performance. Fragrance 956,1703961930,True,13,1879,488
U01884,B00000154,4,Solid performance. Fragrance 48,1614115228,True,11,1879,154
U01884,B00000334,4,"Great, would buy again. Fragrance 54",1667926088,True,27,1879,334
U01884,B00000559,4,Good value for money. Fragrance 803,1653435563,False,45,1879,559
U01884,B00000061,5,Highly recommended to everyone. Fragrance 251,1672352141,True,49,1879,61
U01884,B00000229,5,"Perfect, exactly what I needed! Fragrance 124",1656217989,True,31,1879,229
U01884,B00000281,4,Solid performance. Fragrance 3,1671903871,True,30,1879,281
U01884,B00000461,4,"Great, would buy again. Fragrance 946",1654057495,True,18,1879,461
U02437,B00000466,3,Works fine but has flaws. Fragrance 311,1650955427,True,40,2429,466
U02437,B00000119,4,Solid performance. Fragrance 712,1621645426,True,0,2429,119
U02437,B00000536,4,"Great, would buy again. Fragrance 601",1696126922,True,5,2429,536
U02437,B00000305,4,Really like this product. Fragrance 503,1628972756,True,27,2429,305
U02437,B00000439,5,Absolutely love it! Fragrance 876,1610879367,True,25,2429,439
U02437,B00000002,5,Absolutely love it! Fragrance 43,1627540902,True,29,2429,2
U02437,B00000243,3,Decent but I've seen better. Fragrance 877,1670503604,True,28,2429,243
U02437,B00000489,4,Solid performance. Fragrance 509,1670790757,True,21,2429,489
U02437,B00000493,2,Quality is poor. Fragrance 658,1674323860,True,9,2429,493
U04232,B00000161,1,Worst purchase ever. Fragrance 687,1658657332,True,32,4221,161
U04232,B00000200,4,Good value for money. Fragrance 549,1690175462,True,37,4221,200
U04232,B00000590,4,Solid performance. Fragrance 286,1646255559,False,30,4221,590
U04232,B00000260,5,Highly recommended to everyone. Fragrance 609,1695648029,True,36,4221,260
U04232,B00000375,5,Best product in this category. Fragrance 198,1640472500,False,49,4221,375
U04232,B00000428,4,"Great, would buy again. Fragrance 903",1682635223,False,41,4221,428
U04232,B00000600,3,Works fine but has flaws. Fragrance 457,1619896406,True,20,4221,600
U04232,B00000344,4,Really like this product. Fragrance 283,1644561857,True,23,4221,344
U04232,B00000258,2,Disappointed with the results. Fragrance 853,1703857276,True,37,4221,258
U04232,B00000437,2,Disappointed with the results. Fragrance 777,1625763424,True,7,4221,437
U04232,B00000349,3,Works fine but has flaws. Fragrance 996,1671765619,True,10,4221,349
U00197,B00000610,4,Really like this product. Fragrance 950,1612684209,False,3,196,610
U00197,B00000046,5,Highly recommended to everyone. Fragrance 544,1700274069,True,16,196,46
U00197,B00000305,5,Best product in this category. Fragrance 196,1629509085,True,37,196,305
U00197,B00000261,1,"Terrible product, wasted my money. Fragrance 131",1650300088,False,36,196,261
U00197,B00000085,5,Absolutely love it! Fragrance 766,1701410999,False,12,196,85
U00197,B00000500,4,Good value for money. Fragrance 381,1660165285,True,7,196,500
U00197,B00000186,5,Absolutely love it! Fragrance 157,1661547207,True,5,196,186
U00197,B00000629,3,Decent but I've seen better. Fragrance 506,1659071414,True,4,196,629
U00197,B00000348,3,Average product for the price. Fragrance 181,1664702161,True,21,196,348
U00197,B00000234,2,Disappointed with the results. Fragrance 984,1653125765,True,21,196,234
U03899,B00000612,1,Worst purchase ever. Fragrance 609,1669629432,True,9,3889,612
U03899,B00000021,4,Good value for money. Fragrance 504,1647756468,True,4,3889,21
U03899,B00000334,4,Good value for money. Fragrance 443,1636609380,True,0,3889,334
U03899,B00000522,4,"Great, would buy again. Fragrance 373",1645123040,True,4,3889,522
U03899,B00000492,5,Absolutely love it! Fragrance 929,1660291754,True,23,3889,492
U03899,B00000019,4,Good value for money. Fragrance 787,1690269220,True,23,3889,19
U03899,B00000503,3,Decent but I've seen better. Fragrance 842,1634112371,False,25,3889,503
U03899,B00000423,5,Best product in this category. Fragrance 840,1613431077,True,0,3889,423
U03899,B00000329,4,Really like this product. Fragrance 583,1647659775,False,41,3889,329
U03899,B00000013,2,Disappointed with the results. Fragrance 682,1643445128,True,28,3889,13
U03899,B00000008,5,"Perfect, exactly what I needed! Fragrance 147",1650145760,True,19,3889,8
U03899,B00000265,4,Good value for money. Fragrance 102,1672770793,True,28,3889,265
U05220,B00000258,4,Solid performance. Fragrance 111,1646951394,True,32,5207,258
U05220,B00000082,5,Best product in this category. Fragrance 141,1636587775,True,2,5207,82
U05220,B00000407,4,"Great, would buy again. Fragrance 695",1698563402,True,34,5207,407
U05220,B00000362,5,"Perfect, exactly what I needed! Fragrance 454",1655534982,True,38,5207,362
U05220,B00000058,5,Absolutely love it! Fragrance 368,1703818319,False,25,5207,58
U05220,B00000065,4,Really like this product. Fragrance 925,1654603235,False,37,5207,65
U05220,B00000379,5,"Perfect, exactly what I needed! Fragrance 104",1665518721,True,16,5207,379
U05220,B00000117,5,"Perfect, exactly what I needed! Fragrance 202",1642709641,True,9,5207,117
U05220,B00000623,5,Best product in this category. Fragrance 229,1669664986,True,21,5207,623
U05220,B00000539,4,Really like this product. Fragrance 781,1619216351,True,5,5207,539
U05220,B00000507,4,Good value for money. Fragrance 990,1639152931,True,13,5207,507
U05220,B00000259,3,"It's okay, nothing special. Fragrance 337",1668076393,True,13,5207,259
U05220,B00000078,4,Solid performance. Fragrance 297,1684804023,True,42,5207,78
U05220,B00000092,1,Do not buy this! Fragrance 915,1669184170,True,46,5207,92
U05220,B00000560,5,Best product in this category. Fragrance 428,1667225221,True,10,5207,560
U05220,B00000095,5,Best product in this category. Fragrance 835,1659483999,True,22,5207,95
U04628,B00000552,5,Best product in this category. Fragrance 696,1699794957,False,37,4616,552
U04628,B00000099,2,Quality is poor. Fragrance 373,1662790388,True,36,4616,99
U04628,B00000320,5,"Perfect, exactly what I needed! Fragrance 504",1680704648,True,20,4616,320
U04628,B00000376,5,"Perfect, exactly what I needed! Fragrance 662",1657752540,True,4,4616,376
U04628,B00000327,2,Quality is poor. Fragrance 141,1678280822,False,6,4616,327
U04628,B00000363,5,Absolutely love it! Fragrance 979,1613079057,True,27,4616,363
U04628,B00000347,5,Best product in this category. Fragrance 871,1680147538,True,32,4616,347
U04628,B00000491,5,"Perfect, exactly what I needed! Fragrance 746",1666716452,True,39,4616,491
U04628,B00000066,4,Solid performance. Fragrance 955,1662149861,True,40,4616,66
U04628,B00000295,5,Best product in this category. Fragrance 511,1686201169,True,40,4616,295
U04628,B00000532,5,Highly recommended to everyone. Fragrance 742,1666717423,True,37,4616,532
U04628,B00000382,4,Really like this product. Fragrance 335,1683852375,True,30,4616,382
U04628,B00000593,5,Highly recommended to everyone. Fragrance 55,1667447846,True,37,4616,593
U04628,B00000010,1,Do not buy this! Fragrance 171,1635757737,False,45,4616,10
U04628,B00000272,4,Really like this product. Fragrance 119,1683578323,True,47,4616,272
U04628,B00000562,2,"Not great, expected better. Fragrance 559",1657866603,True,29,4616,562
U04628,B00000629,5,"Perfect, exactly what I needed! Fragrance 738",1653566870,True,33,4616,629
U01378,B00000094,3,Decent but I've seen better. Fragrance 23,1644607647,True,49,1373,94
U01378,B00000456,4,Really like this product. Fragrance 606,1667098275,True,29,1373,456
U01378,B00000020,2,"Not great, expected better. Fragrance 820",1672023219,True,8,1373,20
U01378,B00000079,4,"Great, would buy again. Fragrance 702",1622390095,True,9,1373,79
U01378,B00000209,1,"Terrible product, wasted my money. Fragrance 988",1678391687,False,22,1373,209
U01378,B00000104,3,Decent but I've seen better. Fragrance 656,1664470350,True,26,1373,104
U01378,B00000612,2,"Not great, expected better. Fragrance 367",1702502282,True,3,1373,612
U01378,B00000069,4,Solid performance. Fragrance 278,1696884934,True,30,1373,69
U01378,B00000179,3,Decent but I've seen better. Fragrance 483,1697696975,True,47,1373,179
U04072,B00000003,1,Do not buy this! Fragrance 370,1625386728,True,16,4061,3
U04072,B00000047,4,Solid performance. Fragrance 150,1661644469,True,9,4061,47
U04072,B00000018,4,Solid performance. Fragrance 121,1612729258,True,33,4061,18
U04072,B00000243,4,Really like this product. Fragrance 106,1643089622,True,12,4061,243
U04072,B00000334,3,Works fine but has flaws. Fragrance 204,1654148663,True,8,4061,334
U04072,B00000597,5,Absolutely love it! Fragrance 51,1701577118,True,48,4061,597
