user_id,asin,rating,review_text,timestamp,verified_purchase,helpful_vote
U02222,B00000420,3,Decent but I've seen better. Fragrance 735,1661250548,True,6
U02803,B00000637,4,Solid performance. Fragrance 554,1638481780,True,6
U04402,B00000456,4,Solid performance. Fragrance 224,1662702038,True,7
U03116,B00000213,3,Decent but I've seen better. Fragrance 194,1650198504,False,33
U03276,B00000078,2,Would not recommend. Fragrance 217,1694107651,False,8
U00630,B00000644,4,Solid performance. Fragrance 433,1693602634,False,27
U00277,B00000232,3,Average product for the price. Fragrance 491,1677332329,False,24
U00460,B00000455,5,Highly recommended to everyone. Fragrance 862,1686254491,True,0
U01072,B00000563,4,Really like this product. Fragrance 699,1641942072,False,40
U04781,B00000241,5,Best product in this category. Fragrance 4,1634893107,True,32
U02993,B00000421,4,"Great, would buy again. Fragrance 735",1612051516,False,45
U02500,B00000389,3,Average product for the price. Fragrance 445,1676502093,True,12
U03294,B00000002,3,"It's okay, nothing special. Fragrance 519",1702597547,False,43
U03232,B00000330,5,Highly recommended to everyone. Fragrance 862,1621758955,False,15
U04675,B00000251,5,"Perfect, exactly what I needed! Fragrance 698",1662689881,True,11
U05258,B00000356,4,"Great, would buy again. Fragrance 982",1654906678,True,17
U01283,B00000619,5,Highly recommended to everyone. Fragrance 124,1636094817,True,42
U00244,B00000449,5,"Perfect, exactly what I needed! Fragrance 140",1654435689,True,31
U02019,B00000494,3,Works fine but has flaws. Fragrance 38,1609883728,True,23
U02801,B00000092,4,Good value for money. Fragrance 420,1648279113,True,27
U03583,B00000155,3,Works fine but has flaws. Fragrance 980,1623743703,False,39
U02369,B00000566,5,Highly recommended to everyone. Fragrance 789,1661600706,False,44
U04105,B00000264,3,Works fine but has flaws. Fragrance 666,1683963937,False,31
U00600,B00000604,4,"Great, would buy again. Fragrance 979",1627777140,True,34
U03696,B00000358,4,Really like this product. Fragrance 16,1636513553,False,28
U02003,B00000090,4,Good value for money. Fragrance 113,1627038265,False,19
U03699,B00000265,5,Absolutely love it! Fragrance 104,1652170116,True,16
U02401,B00000579,4,"Great, would buy again. Fragrance 823",1685002674,True,11
U02329,B00000402,3,Works fine but has flaws. Fragrance 302,1647927110,False,4
U04500,B00000461,5,Best product in this category. Fragrance 83,1666392305,True,28
U03975,B00000552,4,Solid performance. Fragrance 614,1616157741,True,26
U00270,B00000420,4,"Great, would buy again. Fragrance 279",1670648602,False,35
U05089,B00000535,4,Solid performance. Fragrance 834,1676715809,False,22
U03252,B00000247,4,Good value for money. Fragrance 580,1681717598,True,40
U00824,B00000508,4,Really like this product. Fragrance 325,1628263736,False,6
U03156,B00000316,4,Solid performance. Fragrance 690,1698154325,True,27
U04939,B00000037,5,"Perfect, exactly what I needed! Fragrance 750",1651094184,False,22
U01849,B00000305,5,Absolutely love it! Fragrance 536,1621543535,False,13
U04591,B00000378,5,"Perfect, exactly what I needed! Fragrance 550",1616925711,True,20
U00309,B00000271,2,Disappointed with the results. Fragrance 937,1703178953,True,33
U04349,B00000520,3,Decent but I've seen better. Fragrance 9,1665798357,True,3
U05230,B00000152,2,"Not great, expected better. Fragrance 101",1668963648,True,35
U01104,B00000488,4,Really like this product. Fragrance 103,1628722086,True,0
U01006,B00000406,2,"Not great, expected better. Fragrance 637",1613127480,True,40
U02524,B00000072,4,Really like this product. Fragrance 339,1651444531,True,16
U00560,B00000075,5,Absolutely love it! Fragrance 182,1687025343,True,2
U01497,B00000099,5,"Perfect, exactly what I needed! Fragrance 451",1649638801,True,42
U01907,B00000418,1,Do not buy this! Fragrance 800,1615932173,False,3
U03386,B00000167,2,"Not great, expected better. Fragrance 452",1667502927,False,12
U01855,B00000482,5,"Perfect, exactly what I needed! Fragrance 890",1628103722,False,19
U00451,B00000427,4,Solid performance. Fragrance 21,1680124274,True,7
U02566,B00000205,5,Highly recommended to everyone. Fragrance 625,1696777487,False,17
U04595,B00000463,3,"It's okay, nothing special. Fragrance 112",1694480907,True,10
U01924,B00000282,4,Really like this product. Fragrance 96,1669369912,False,4
U00887,B00000058,4,Really like this product. Fragrance 879,1699492840,True,4
U01473,B00000558,4,Good value for money. Fragrance 140,1624971859,True,14
U04310,B00000525,5,"Perfect, exactly what I needed! Fragrance 821",1641038812,True,28
U02761,B00000360,5,Best product in this category. Fragrance 573,1689779356,False,1
U00517,B00000569,2,Quality is poor. Fragrance 680,1691643332,True,19
U04520,B00000203,2,Disappointed with the results. Fragrance 777,1681571425,True,15
U02633,B00000165,5,Highly recommended to everyone. Fragrance 438,1671648038,True,46
U02600,B00000147,4,Solid performance. Fragrance 482,1684200349,True,21
U05253,B00000282,5,Absolutely love it! Fragrance 351,1679284271,True,35
U05178,B00000507,1,Worst purchase ever. Fragrance 64,1661667993,True,14
U04757,B00000559,1,Worst purchase ever. Fragrance 789,1610338659,True,24
U00283,B00000448,1,Worst purchase ever. Fragrance 6,1622780208,True,18
U01920,B00000649,4,Good value for money. Fragrance 45,1613928553,True,5
U00175,B00000165,2,Quality is poor. Fragrance 794,1671927985,True,20
U04462,B00000270,5,Highly recommended to everyone. Fragrance 72,1613260186,True,27
U03856,B00000042,5,Best product in this category. Fragrance 945,1680432108,True,48
U02804,B00000150,2,Would not recommend. Fragrance 46,1661948128,True,4
U02346,B00000295,4,Really like this product. Fragrance 962,1665215289,True,15
U04433,B00000605,5,Best product in this category. Fragrance 337,1645039742,False,12
U03757,B00000386,5,Absolutely love it! Fragrance 887,1690675290,True,45
U00489,B00000072,3,Works fine but has flaws. Fragrance 856,1700112166,True,27
U02912,B00000548,5,"Perfect, exactly what I needed! Fragrance 186",1681809748,True,42
U05307,B00000419,4,"Great, would buy again. Fragrance 548",1621216078,True,33
U00062,B00000511,4,Good value for money. Fragrance 204,1694482691,True,6
U03644,B00000087,5,Highly recommended to everyone. Fragrance 128,1671481654,True,37
U00120,B00000384,5,Absolutely love it! Fragrance 924,1643784324,True,27
U02068,B00000241,5,Absolutely love it! Fragrance 302,1646830674,True,4
U05248,B00000195,5,Highly recommended to everyone. Fragrance 311,1627943958,True,23
U05430,B00000543,5,Absolutely love it! Fragrance 547,1640454253,True,41
U04409,B00000096,4,Good value for money. Fragrance 136,1674488325,True,34
U00661,B00000424,5,Best product in this category. Fragrance 86,1613889099,False,2
U02942,B00000456,3,"It's okay, nothing special. Fragrance 598",1623113887,True,46
U01647,B00000044,3,Decent but I've seen better. Fragrance 596,1612204004,True,17
U04757,B00000288,4,Really like this product. Fragrance 234,1668145055,False,13
U04729,B00000649,5,Highly recommended to everyone. Fragrance 931,1692028104,True,10
U02253,B00000246,3,Works fine but has flaws. Fragrance 146,1612912014,True,23
U02410,B00000508,4,Good value for money. Fragrance 957,1650927122,True,39
U05097,B00000448,3,Average product for the price. Fragrance 498,1675753100,False,33
U04188,B00000238,2,"Not great, expected better. Fragrance 244",1616312102,True,25
U04166,B00000268,4,Good value for money. Fragrance 450,1681684998,True,38
U00820,B00000192,1,"Terrible product, wasted my money. Fragrance 170",1637573656,True,2
U03700,B00000415,5,"Perfect, exactly what I needed! Fragrance 24",1663431989,True,0
U00504,B00000597,5,Highly recommended to everyone. Fragrance 363,1700204978,True,6
U00717,B00000412,3,Average product for the price. Fragrance 936,1641928620,True,10
U03764,B00000541,5,Best product in this category. Fragrance 434,1678061615,True,7
U02581,B00000517,4,Good value for money. Fragrance 871,1627403086,True,48
U04780,B00000081,4,Good value for money. Fragrance 334,1664428051,False,41
U03804,B00000322,3,Average product for the price. Fragrance 205,1672418855,True,3
U02890,B00000121,4,Solid performance. Fragrance 858,1627612061,True,48
U00670,B00000123,2,Would not recommend. Fragrance 718,1684224559,True,7
U00249,B00000313,5,Absolutely love it! Fragrance 829,1702883622,True,16
U03426,B00000484,3,Decent but I've seen better. Fragrance 540,1659367482,True,8
U02942,B00000219,4,Really like this product. Fragrance 400,1644811151,True,2
U01812,B00000575,5,Best product in this category. Fragrance 484,1654111476,True,41
U02891,B00000444,5,Best product in this category. Fragrance 527,1672827911,True,39
U00954,B00000385,4,Solid performance. Fragrance 649,1639780139,True,15
U02640,B00000513,3,Works fine but has flaws. Fragrance 857,1666480406,True,31
U05488,B00000383,4,Good value for money. Fragrance 238,1659975362,False,29
U05248,B00000155,4,Really like this product. Fragrance 780,1616130403,False,9
U03046,B00000436,5,"Perfect, exactly what I needed! Fragrance 479",1656065302,False,23
U01363,B00000339,4,Solid performance. Fragrance 391,1650589758,True,20
U00607,B00000590,4,Solid performance. Fragrance 813,1654974641,True,24
U02103,B00000365,5,"Perfect, exactly what I needed! Fragrance 766",1654650444,False,1
U02378,B00000181,5,Best product in this category. Fragrance 687,1670241818,False,42
U00956,B00000090,5,Best product in this category. Fragrance 450,1646663518,True,12
U02850,B00000458,4,"Great, would buy again. Fragrance 949",1625267658,True,47
U02850,B00000597,1,Do not buy this! Fragrance 919,1689596848,True,31
U03839,B00000234,1,Broken upon arrival. Fragrance 207,1646246084,False,9
U04434,B00000536,2,"Not great, expected better. Fragrance 382",1670678034,True,9
U00572,B00000275,4,"Great, would buy again. Fragrance 919",1627187338,False,27
U03262,B00000314,4,Good value for money. Fragrance 779,1683741941,False,19
U01037,B00000287,4,Really like this product. Fragrance 154,1700863030,False,22
U01098,B00000276,5,Highly recommended to everyone. Fragrance 424,1692166202,True,40
U05301,B00000457,4,Good value for money. Fragrance 63,1633305347,True,39
U04501,B00000092,5,Best product in this category. Fragrance 403,1677952886,True,14
U04875,B00000295,5,Best product in this category. Fragrance 165,1629581442,True,25
U05213,B00000012,3,"It's okay, nothing special. Fragrance 944",1684954433,False,25
U01610,B00000149,5,Absolutely love it! Fragrance 295,1661190617,True,19
U04723,B00000438,5,Best product in this category. Fragrance 746,1616226767,False,46
U05047,B00000154,5,"Perfect, exactly what I needed! Fragrance 255",1701329918,True,19
U01828,B00000233,5,Highly recommended to everyone. Fragrance 630,1623517902,False,29
U05428,B00000630,4,Good value for money. Fragrance 63,1682014505,False,18
U04589,B00000522,5,Highly recommended to everyone. Fragrance 363,1660432441,True,19
U04145,B00000357,5,"Perfect, exactly what I needed! Fragrance 563",1613568270,True,2
U02040,B00000583,4,Solid performance. Fragrance 918,1682659175,True,7
U05212,B00000567,2,Disappointed with the results. Fragrance 539,1659150896,True,12
U04131,B00000100,3,Decent but I've seen better. Fragrance 222,1669502629,False,22
U03713,B00000030,4,Solid performance. Fragrance 301,1661636548,True,9
U01447,B00000127,3,Works fine but has flaws. Fragrance 939,1686740283,True,16
U03136,B00000246,5,Best product in this category. Fragrance 824,1612332724,True,8
U02837,B00000088,4,"Great, would buy again. Fragrance 971",1643611536,False,14
U01526,B00000524,5,Absolutely love it! Fragrance 39,1677419225,True,17
U00844,B00000200,4,Solid performance. Fragrance 37,1617330107,True,34
U04143,B00000017,2,Disappointed with the results. Fragrance 707,1651959482,True,39
U01932,B00000228,4,Good value for money. Fragrance 187,1699114329,False,3
U01574,B00000071,4,Solid performance. Fragrance 186,1679138789,True,27
U00052,B00000450,3,"It's okay, nothing special. Fragrance 757",1666199777,False,31
U02294,B00000071,4,Really like this product. Fragrance 205,1621478431,True,2
U00698,B00000075,4,"Great, would buy again. Fragrance 348",1672493822,True,24
U05246,B00000286,3,Average product for the price. Fragrance 595,1666356117,True,44
U02686,B00000625,2,Would not recommend. Fragrance 716,1666606928,True,32
U03968,B00000272,4,Solid performance. Fragrance 730,1647294060,False,7
U01799,B00000314,3,Works fine but has flaws. Fragrance 780,1637098212,True,24
U01724,B00000271,5,Best product in this category. Fragrance 721,1664959486,True,38
U04108,B00000607,4,Really like this product. Fragrance 93,1639256913,True,20
U01647,B00000566,5,Highly recommended to everyone. Fragrance 627,1668654734,False,9
U03435,B00000478,2,Would not recommend. Fragrance 691,1694971808,False,8
U01717,B00000366,3,Works fine but has flaws. Fragrance 842,1659017825,True,31
U01806,B00000139,5,Best product in this category. Fragrance 952,1616499079,True,11
U01344,B00000106,5,Best product in this category. Fragrance 882,1612764810,True,30
U01504,B00000415,4,Good value for money. Fragrance 852,1700105271,True,49
U04709,B00000492,5,Best product in this category. Fragrance 711,1616121264,True,10
U00816,B00000148,5,Highly recommended to everyone. Fragrance 103,1661405542,True,16
U01029,B00000146,3,Decent but I've seen better. Fragrance 961,1650954870,True,3
U03797,B00000217,5,"Perfect, exactly what I needed! Fragrance 57",1687280396,True,31
U05072,B00000104,4,Solid performance. Fragrance 493,1666285138,True,34
U04891,B00000209,5,Absolutely love it! Fragrance 446,1678589899,True,15
U04005,B00000491,3,Works fine but has flaws. Fragrance 911,1615742027,True,13
U02796,B00000536,5,Highly recommended to everyone. Fragrance 249,1631048087,True,41
U01096,B00000281,5,"Perfect, exactly what I needed! Fragrance 9",1699406546,False,4
U05314,B00000282,2,Disappointed with the results. Fragrance 162,1700566632,True,25
U02398,B00000433,5,Highly recommended to everyone. Fragrance 131,1615378006,True,47
U00128,B00000245,3,Average product for the price. Fragrance 898,1652610708,True,48
U00627,B00000468,5,Absolutely love it! Fragrance 883,1638215461,True,45
U05043,B00000301,5,"Perfect, exactly what I needed! Fragrance 888",1674400121,True,48
U04970,B00000111,3,Works fine but has flaws. Fragrance 963,1690707546,False,27
U04834,B00000191,5,Best product in this category. Fragrance 137,1670854488,False,7
U04298,B00000572,5,Best product in this category. Fragrance 236,1665985716,True,44
U04965,B00000196,2,Would not recommend. Fragrance 513,1695859648,True,29
U02011,B00000107,2,Quality is poor. Fragrance 716,1632971130,True,27
U03961,B00000605,3,Works fine but has flaws. Fragrance 697,1701031095,True,30
U01587,B00000587,4,Really like this product. Fragrance 551,1698286692,True,0
U04856,B00000190,5,Best product in this category. Fragrance 404,1644661456,True,34
U02028,B00000207,4,"Great, would buy again. Fragrance 784",1676802064,True,12
U00656,B00000165,4,Really like this product. Fragrance 428,1623152290,True,46
U00071,B00000444,4,Good value for money. Fragrance 794,1610557196,True,34
U01083,B00000005,5,Best product in this category. Fragrance 816,1671784342,True,25
U03076,B00000531,3,Works fine but has flaws. Fragrance 447,1619771025,True,13
U01485,B00000012,3,Decent but I've seen better. Fragrance 886,1662288782,True,42
U01003,B00000418,2,Disappointed with the results. Fragrance 915,1692839011,True,47
U02091,B00000316,4,"Great, would buy again. Fragrance 362",1661532736,True,35
U03212,B00000127,5,"Perfect, exactly what I needed! Fragrance 462",1696472302,True,39
U00186,B00000189,3,Average product for the price. Fragrance 283,1687954783,False,30
U04866,B00000135,4,"Great, would buy again. Fragrance 158",1698012872,True,1
U03847,B00000582,5,Highly recommended to everyone. Fragrance 102,1654188521,True,15
U04066,B00000457,4,Really like this product. Fragrance 196,1664204859,True,44
U02710,B00000452,1,Worst purchase ever. Fragrance 633,1688462844,True,3
U03164,B00000005,3,Average product for the price. Fragrance 782,1675045799,True,8
U01764,B00000201,4,Solid performance. Fragrance 375,1643902330,True,41
U03722,B00000400,5,Highly recommended to everyone. Fragrance 451,1674514768,True,4
U02463,B00000503,5,Best product in this category. Fragrance 192,1640607381,True,10
U00972,B00000514,5,"Perfect, exactly what I needed! Fragrance 598",1611802336,True,40
U00840,B00000082,5,Absolutely love it! Fragrance 46,1674779391,False,24
U02971,B00000236,4,"Great, would buy again. Fragrance 24",1678011465,False,45
U05433,B00000605,2,"Not great, expected better. Fragrance 24",1632947021,True,47
U01801,B00000098,3,"It's okay, nothing special. Fragrance 404",1655636693,False,16
U02941,B00000575,3,"It's okay, nothing special. Fragrance 809",1698220497,True,10
U00783,B00000240,1,Broken upon arrival. Fragrance 186,1698590041,False,43
U04586,B00000430,3,Average product for the price. Fragrance 75,1696916667,True,38
U04922,B00000282,4,Solid performance. Fragrance 262,1639375038,True,45
U04670,B00000011,4,"Great, would buy again. Fragrance 16",1622481470,True,35
U03028,B00000519,5,"Perfect, exactly what I needed! Fragrance 803",1663398171,True,46
U04171,B00000612,2,Would not recommend. Fragrance 781,1620060617,True,36
U04290,B00000227,5,"Perfect, exactly what I needed! Fragrance 786",1650243689,True,36
U02074,B00000310,3,Decent but I've seen better. Fragrance 280,1687517509,True,1
U02965,B00000223,5,Absolutely love it! Fragrance 949,1624159587,True,18
U04566,B00000033,3,Average product for the price. Fragrance 885,1651670748,True,46
U00931,B00000549,3,Works fine but has flaws. Fragrance 334,1667719096,True,31
U00387,B00000049,4,Solid performance. Fragrance 854,1691926653,True,21
U01977,B00000299,2,Quality is poor. Fragrance 648,1629297758,False,18
U00489,B00000477,4,"Great, would buy again. Fragrance 440",1639877972,False,18
U01630,B00000180,5,Highly recommended to everyone. Fragrance 883,1647864457,True,23
U00143,B00000015,3,"It's okay, nothing special. Fragrance 926",1616278122,True,10
U00886,B00000340,5,Best product in this category. Fragrance 878,1634715441,True,16
U04042,B00000347,3,Works fine but has flaws. Fragrance 987,1675444329,True,41
U01131,B00000530,2,Would not recommend. Fragrance 817,1685002922,False,2
U00011,B00000194,5,Absolutely love it! Fragrance 181,1649832385,True,1
U02077,B00000595,3,"It's okay, nothing special. Fragrance 95",1641767804,True,41
U04903,B00000360,5,Highly recommended to everyone. Fragrance 420,1635116239,True,19
U02410,B00000282,5,Best product in this category. Fragrance 159,1651456985,True,11
U04683,B00000200,5,Absolutely love it! Fragrance 737,1669431846,True,0
U03479,B00000385,5,Best product in this category. Fragrance 193,1691779868,False,36
U02172,B00000279,4,Really like this product. Fragrance 845,1640219793,True,33
U05247,B00000313,4,Solid performance. Fragrance 453,1661442979,True,15
U05475,B00000439,5,Absolutely love it! Fragrance 940,1698518675,False,2
U00662,B00000479,5,"Perfect, exactly what I needed! Fragrance 698",1686927812,True,39
U03814,B00000395,4,Good value for money. Fragrance 598,1619636028,True,31
U03472,B00000309,5,Best product in this category. Fragrance 772,1651052140,False,22
U00615,B00000205,2,"Not great, expected better. Fragrance 244",1653381986,True,18
U05229,B00000189,4,Solid performance. Fragrance 908,1695923962,False,4
U00325,B00000510,4,Really like this product. Fragrance 961,1666948524,False,26
U01270,B00000640,4,"Great, would buy again. Fragrance 607",1698137162,False,23
U04042,B00000053,5,Highly recommended to everyone. Fragrance 531,1696279597,True,46
U00128,B00000325,4,Solid performance. Fragrance 946,1699312800,True,34
U02756,B00000474,2,Would not recommend. Fragrance 620,1638422291,True,3
U00242,B00000101,2,Disappointed with the results. Fragrance 652,1684413836,True,21
U01499,B00000051,4,Good value for money. Fragrance 853,1668692522,True,7
U00857,B00000626,4,"Great, would buy again. Fragrance 76",1652943259,True,18
U02799,B00000550,5,Highly recommended to everyone. Fragrance 990,1627471798,True,25
U05161,B00000410,5,Best product in this category. Fragrance 426,1703031570,True,45
U01907,B00000368,5,Absolutely love it! Fragrance 866,1667536711,True,46
U00375,B00000262,5,Absolutely love it! Fragrance 323,1619922328,True,37
U03634,B00000628,4,Good value for money. Fragrance 599,1686157519,True,24
U00380,B00000117,4,Solid performance. Fragrance 629,1622857475,True,48
U00365,B00000633,4,Really like this product. Fragrance 214,1647103916,True,27
U00746,B00000366,4,Good value for money. Fragrance 53,1670545760,True,13
U03618,B00000347,5,"Perfect, exactly what I needed! Fragrance 749",1656611741,False,44
U04717,B00000216,4,Really like this product. Fragrance 506,1624235054,True,37
U03158,B00000216,5,Best product in this category. Fragrance 848,1682756817,True,9
U04745,B00000440,5,Absolutely love it! Fragrance 305,1678657696,True,33
U01539,B00000643,3,Average product for the price. Fragrance 259,1700152320,True,49
U04552,B00000188,4,Good value for money. Fragrance 919,1702925778,True,42
U05402,B00000543,5,Best product in this category. Fragrance 155,1674209275,False,34
U00558,B00000186,4,Good value for money. Fragrance 528,1618343727,True,47
U03715,B00000541,2,Disappointed with the results. Fragrance 65,1631333995,False,35
U00692,B00000254,5,Absolutely love it! Fragrance 382,1610033081,False,25
U03820,B00000389,5,"Perfect, exactly what I needed! Fragrance 663",1612760594,True,30
U05476,B00000541,5,Absolutely love it! Fragrance 969,1629539339,False,26
U03494,B00000245,2,Disappointed with the results. Fragrance 540,1628326122,True,14
U04865,B00000486,4,Really like this product. Fragrance 273,1633988354,True,17
U01771,B00000421,3,"It's okay, nothing special. Fragrance 363",1682957754,True,10
U04675,B00000195,4,Good value for money. Fragrance 983,1667150507,False,41
U03096,B00000502,4,"Great, would buy again. Fragrance 762",1697273487,False,38
U01435,B00000223,3,Works fine but has flaws. Fragrance 432,1648576264,True,21
U02774,B00000196,5,"Perfect, exactly what I needed! Fragrance 442",1643916105,True,14
U00924,B00000122,3,Works fine but has flaws. Fragrance 777,1672998747,True,34
U03589,B00000395,4,Good value for money. Fragrance 348,1671926418,False,7
U04086,B00000121,3,Decent but I've seen better. Fragrance 690,1646635052,True,15
U05452,B00000194,5,"Perfect, exactly what I needed! Fragrance 333",1694459380,True,14
U00838,B00000613,5,Best product in this category. Fragrance 407,1697816036,True,9
U01514,B00000207,5,"Perfect, exactly what I needed! Fragrance 368",1672541656,False,24
U03536,B00000493,4,Good value for money. Fragrance 419,1671262584,True,5
U01450,B00000024,3,"It's okay, nothing special. Fragrance 554",1629433115,True,27
U02226,B00000055,4,"Great, would buy again. Fragrance 136",1648942823,True,27
U02528,B00000067,3,Average product for the price. Fragrance 322,1633552775,True,23
U03503,B00000486,4,Good value for money. Fragrance 708,1623270424,True,17
U00366,B00000065,4,Good value for money. Fragrance 369,1693152942,False,46
U05233,B00000110,4,"Great, would buy again. Fragrance 146",1662814694,True,45
U05133,B00000373,5,"Perfect, exactly what I needed! Fragrance 232",1634015424,True,21
U03734,B00000439,5,Best product in this category. Fragrance 75,1661515702,True,32
U02962,B00000539,5,Absolutely love it! Fragrance 125,1694056996,True,33
U00126,B00000482,4,Really like this product. Fragrance 844,1693690710,True,21
U04079,B00000418,4,Really like this product. Fragrance 839,1620139755,True,21
U04180,B00000084,5,Absolutely love it! Fragrance 645,1659664534,True,22
U05014,B00000351,4,"Great, would buy again. Fragrance 657",1665695062,True,20
U04408,B00000614,4,Good value for money. Fragrance 939,1638036055,True,39
U04530,B00000134,5,"Perfect, exactly what I needed! Fragrance 346",1657401477,True,44
U02580,B00000089,4,Good value for money. Fragrance 588,1622512304,True,36
U03829,B00000628,2,Would not recommend. Fragrance 936,1639242776,True,40
U02181,B00000330,4,Really like this product. Fragrance 901,1636043338,True,39
U04866,B00000502,4,Good value for money. Fragrance 663,1612387985,True,23
U01058,B00000000,3,"It's okay, nothing special. Fragrance 944",1686403067,True,33
U04440,B00000220,5,Highly recommended to everyone. Fragrance 24,1671725749,False,0
U03986,B00000480,3,Decent but I've seen better. Fragrance 871,1651260305,True,44
U02068,B00000633,2,"Not great, expected better. Fragrance 47",1699982314,True,41
U01033,B00000541,5,Best product in this category. Fragrance 955,1672204375,True,8
U00478,B00000014,4,Solid performance. Fragrance 520,1684216456,True,16
U00271,B00000142,3,Decent but I've seen better. Fragrance 68,1699733238,True,14
U01681,B00000622,5,Absolutely love it! Fragrance 771,1683194988,True,30
U04712,B00000007,5,Highly recommended to everyone. Fragrance 365,1663703517,True,34
U02532,B00000508,1,Worst purchase ever. Fragrance 375,1652463756,True,9
U04087,B00000072,5,Best product in this category. Fragrance 757,1628497207,False,38
U01831,B00000486,2,"Not great, expected better. Fragrance 205",1612211890,False,30
U00798,B00000433,4,"Great, would buy again. Fragrance 208",1675854465,False,38
U00731,B00000105,5,Highly recommended to everyone. Fragrance 697,1700583505,True,19
U01215,B00000324,3,Works fine but has flaws. Fragrance 955,1691757522,True,15
U04479,B00000215,5,Highly recommended to everyone. Fragrance 216,1657695211,False,13
U02917,B00000611,4,"Great, would buy again. Fragrance 304",1684293230,True,7
U03793,B00000591,5,Best product in this category. Fragrance 272,1700582590,False,6
U02593,B00000547,3,Decent but I've seen better. Fragrance 913,1641774806,False,24
U01462,B00000151,3,Works fine but has flaws. Fragrance 114,1614547739,False,37
U05308,B00000077,4,Solid performance. Fragrance 20,1635502775,True,7
U01811,B00000111,4,"Great, would buy again. Fragrance 326",1638179208,False,28
U00190,B00000199,5,"Perfect, exactly what I needed! Fragrance 34",1666799490,True,39
U02330,B00000000,4,Really like this product. Fragrance 966,1645524651,True,10
U05417,B00000574,5,Absolutely love it! Fragrance 698,1654826878,True,47
U01412,B00000559,5,"Perfect, exactly what I needed! Fragrance 686",1659501501,True,13
U00446,B00000367,5,Highly recommended to everyone. Fragrance 94,1627839760,True,22
U01073,B00000501,5,Highly recommended to everyone. Fragrance 78,1635426842,True,35
U02294,B00000590,3,Works fine but has flaws. Fragrance 972,1682570088,True,39
U00351,B00000255,1,"Terrible product, wasted my money. Fragrance 780",1639647744,True,14
U05355,B00000333,4,Really like this product. Fragrance 81,1623052277,True,30
U03775,B00000549,2,Disappointed with the results. Fragrance 309,1632034689,True,13
U03639,B00000093,4,Good value for money. Fragrance 444,1625839860,False,36
U02681,B00000127,4,Good value for money. Fragrance 847,1638008761,True,3
U00596,B00000481,5,Absolutely love it! Fragrance 998,1617634776,True,19
U01551,B00000616,4,Good value for money. Fragrance 708,1688169385,True,8
U02659,B00000341,5,Best product in this category. Fragrance 673,1659128758,True,45
U01632,B00000529,5,Highly recommended to everyone. Fragrance 96,1687037952,True,3
U02172,B00000081,2,Disappointed with the results. Fragrance 543,1677102697,True,35
U03653,B00000317,3,Works fine but has flaws. Fragrance 881,1619661161,True,48
